accession	url	title	projectDescription	species	tissues	ptms	instrumentNames	projectTags	experimentTypes	quantificationMethods	keywords	dataProcessingProtocol	submissionDate	references
PXD009112	https://www.ebi.ac.uk/pride/ws/archive/project/PXD009112	Defining the cellular proteolytic landscape in systemic lupus erythematosus	Mass spectrometry analysis of cellular targets of protein degradation in PBMCs of healthy individuals and systemic lupus	"[""Homo sapiens (Human)""]"	"[""blood serum""]"	"[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""},{""ptm"":""N-acetylated residue"",""UNIMOD"":""188""}]"	"[""Q Exactive""]"	"[""Biomedical""]"	"[""Shotgun proteomics""]"	"[""Label free""]"	Degradation, degradome, ubiquitin, systemic lupus erythematosus	tryptic digests with default parameters, apart from minimum peptide length of 6. Masses were searched against the human proteome database from UniprotKB	5/03/2018	"[[""PMID:30346940"",""DOI:10.1038/nbt.4279""]]"
PXD007123	https://www.ebi.ac.uk/pride/ws/archive/project/PXD007123	Human A549 CD38, part 2 -  Decreased NAD Activates STAT3 and Integrin Pathways to Drive Epithelial-Mesenchymal Transition	SILAC-Labeled proteomic analysis of A549 CD38 human lung cancer cell	"[""Homo sapiens (Human)""]"	"[""lung""]"	"[{""ptm"":""6x(13)C labeled residue"",""UNIMOD"":""188""}]"	"[""Q Exactive""]"	"[""Biological"",""Biomedical""]"	"[""Shotgun proteomics""]"		Human, CD38, lung	The peak lists from LC-MS/MS analysis were generated with the SEQUESTTM searching algorithm in the Proteome Discoverer software (version 2.1). The spectra were searched against the Uniprot human reference proteome (release 17/03/2017, containing 21042 entries) using an in-house Proteome Discoverer Searching Algorithm (version 2.1, Thermo Fisher). The search criteria were the followings: full tryptic specificity was required; two missed cleavage sites were allowed; the oxidation (M), 13C(6)15N(2) Lysine (+8.014 Da at Lysine), and 13C(6) Arginine (+6.020 Da at Arginine) were set as the variable modifications; carbamidomethylation (C) was set as the fixed modification; precursor ion mass tolerance was set at 10 ppm for all MS and 20 mmu for all MS2 spectra. The peptide false discovery rate (FDR) was estimated using percolator function provided by Proteome Discoverer, and the cutoff score was accepted as 1% based on the decoy database.           Proteome Discoverer Searching Algorithm (Version 2.1) was used for protein quantification. Briefly, ratios of relative protein expressions for each lysine/arginine-containing peptide were calculated using the peak area of Lys0Arg0 divided by the peak area of Lys8Arg6. Peptides that were only assigned to a given protein group were considered as a unique peptide. Proteins with unique peptides were regarded as confident identifications and were further quantified. Protein ratios were calculated as the median of all peptide hits belonging to a protein. Quantitative precision was expressed as protein ratio variability.	25/07/2017	"[[""DOI:10.1074/mcp.ra118.000882"",""PMID:29980616""]]"
PXD000529	https://www.ebi.ac.uk/pride/ws/archive/project/PXD000529	CHPP chr 1,8,20 proteome dataset using the HCC cell lines of MHCC97H and HCCLM3, instrument is Q Exactive, part 1 of 3	The fresh cells as described above were harvested and lysed in buffer containing 8 M Urea, 50 mM NH4HCO3 and 5 mM IAA. The total cell lysates were centrifuged with 12,000 g for 10 min at 4 degrees Celsius  to remove cell debris, and 1.5 mg proteins for each cell line were followed by sequential in-solution protein digestion by Lys-C and trypsin at 37 degrees Celsius, respectively. The tryptic peptides were cleaned by C18 Sep-Pak column (Waters UK Ltd, Manchester, UK).</br></br>The mass spectrometer used in this dataset was Q-Exactive. The dataset was produced with two technical replicates and 24 fractions per repeat. The database searching procedure was achieved using Mascot v2.3. The database is Swiss-prot (release 2013 -6).	"[""Homo sapiens (Human)""]"	"[""liver""]"	"[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""}]"	"[""instrument model""]"	"[""Chromosome-centric Human Proteome Project (C-HPP)"",""Biomedical"",""Human Proteome Project""]"	"[""Bottom-up proteomics""]"		CHPP, chromesome 1,8,20, HCC cell lines, Q-Exactive	Not available	17/10/2013	"[[""DOI:10.1021/pr400902u"",""PMID:24328083""]]"
PXD009196	https://www.ebi.ac.uk/pride/ws/archive/project/PXD009196	Exercise-induced molecular mechanisms for glycogen supercompensation in human skeletal muscle	A single bout of exercise followed by intake of carbohydrates leads to glycogen supercompensation in the prior exercised muscle. The molecular mechanisms underlying this well-known phenomenon remain elusive. Here we report that a single bout of exercise induces marked activation of glycogen synthase (GS) and AMP-activated protein kinase (AMPK) for several days beyond normalized muscle glycogen content in man. Acute muscle specific deletion of AMPK activity in mouse muscle abrogated the ability for glycogen supercompensation, providing genetic evidence that AMPK serves as essential driver for glycogen supercompensation. Muscle proteomic analyses revealed elevated glucose uptake capacity in the prior exercised muscle while key proteins in fat oxidation and glycolysis largely remained unchanged. The temporal order of these sustained cellular alterations induced by a single bout of exercise provide a mechanism to offset the otherwise tight feedback inhibition of glycogen synthesis and glucose uptake by glycogen, ultimately leading to muscle glycogen supercompensation.	"[""Homo sapiens (Human)""]"	"[""skeletal muscle""]"	"[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""}]"	"[""Q Exactive HF""]"	"[""Biological""]"	"[""SWATH MS""]"		human skeletal muscle exercise glycogen	Peptides were spiked with iRT peptides (Biognosys) and analysed on an Easy-nLC1200 coupled to a Q-Exactive HF-X in positive polarity mode. Peptides were separated using an in-house packed 75 ?m x 50 cm pulled column (1.9 ?m particle size, C18AQ; Dr Maisch) with a gradient of 2 � 35% acetonitrile containing 0.1% FA over 120 min at 300 nl/min at 60�C. The instrument was operated in data-independent acquisition (DIA) mode essentially as described previously [PMID: 29070702]. Briefly, an MS1 scan was acquired from 350 � 1650 m/z (120,000 resolution, 3e6 AGC, 50 ms injection time) followed by 20 MS/MS variable sized isolation windows with HCD (30,000 resolution, 3e6 AGC, 27 NCE). A spectral library was created by fractionating a pooled mix of peptides from all the samples on an in-house packed 320 ?m x 25 cm column (3 ?m particle size, BEH; Waters) with a gradient of 2 � 40% acetonitrile containing 10 mM ammonium formate over 60 min at 6 ?l/min using an Agilent 1260 HPLC. A total of 12 concatenated fractions were analysed using the identical LC-MS/MS conditions above except the instrument was operated in data-dependent acquisition (DDA) mode. Briefly, an MS1 scan was acquired from 350 � 1650 m/z (60,000 resolution, 3e6 AGC, 50 ms injection time) followed by 20 MS/MS with HCD (1.2 m/z isolation, 15,000 resolution, 1e5 AGC, 27 NCE). DDA data were processed with Andromeda in MaxQuant v1.6.0.9 against the human UniProt database (September, 2017) using all default settings with peptide spectral matches and protein false discovery rate (FDR) set to 1% [PMID: 19029910]. DIA data were processed with Spectronaut v11 using all default settings with precursor and protein FDR set to 1% and quantification performed at MS2 [PMID: 25724911]. All data was analyzed in Perseus [PMID: 27348712]. Data were Log2 transformed, median normalized and the ratio of the exercised leg to the rest leg calculated for each subject on each day. Differential abundance was determined with one-sample t-tests.	13/03/2018	"[[""DOI:10.1016/j.molmet.2018.07.001"",""PMID:30093357""]]"
PXD011309	https://www.ebi.ac.uk/pride/ws/archive/project/PXD011309	Identification of potential plasma biomarkers for abdominal aortic aneurysm using tandem mass tag quantitative proteomics	Plasma biomarkers that identify abdominal aortic aneurysm (AAA) rupture risk would greatly assist in stratifying patients with small aneurysms. Identification of such biomarkers has hitherto been unsuccessful over a range of studies using different methods. The present study used an alternative proteomic approach to find new, potential plasma AAA biomarker candidates. Pre-fractionated plasma samples from twelve patients with AAA and eight matched controls without aneurysm were analyzed by mass spectrometry applying a tandem mass tag (TMT) technique. Eight proteins were differentially regulated in patients compared to controls, including decreased levels of the enzyme bleomycin hydrolase. The down-regulation of this enzyme was confirmed in an extended validation study using an ELISA assay. The TMT-based proteomic approach thus identified novel potential plasma biomarkers for AAA.	"[""Homo sapiens (Human)""]"	"[""blood plasma""]"	"[{""ptm"":""TMT6plex-126 reporter+balance reagent acylated residue""}]"	"[""Q Exactive""]"		"[""Shotgun proteomics""]"	"[""TMT""]"	Plasma proteomics; immunodepletion; tandem mass tags; TMT; abdominal aortic aneurysm; cardiovascular diseases	MS raw data files from all 18 SCX fractions (including re-injection/exclusion list runs) for each TMT set were merged for relative quantification and identification using Proteome Discoverer version 1.3 (Thermo Fisher Scientific, Inc., Waltham, MA, USA). A database search for each set was performed with the Mascot search engine version 2.3 (Matrix Science LTD., London, United Kingdom) using the UniProtKB/Trembl database (downloaded 2012-11-19, Swiss Institute of Bioinformatics, Switzerland) with MS peptide tolerance of 10 ppm and MS/MS tolerance of 100 millimass units (mmu). Tryptic peptides were accepted with one missed cleavage and variable modifications of methionine oxidation, cysteine methylthiolation and fixed modifications of N-terminal TMT6plex and lysine TMT6plex were selected.  The detected peptide threshold in the software was set to 1% False Discovery Rate by searching against a reversed database and the corresponding result was filtered by selecting proteins with at least one unique peptide per protein. Identified proteins were grouped by sharing the same sequences to minimize redundancy. For TMT quantification, the ratios of the TMT reporter ion intensities in MS/MS spectra ([M+H]+ m/z 126-131) from raw data sets were used to calculate fold changes between samples. The ratios were derived by Proteome Discoverer version 1.3 using the following criteria: fragment ion tolerance as 100 mmu for the most confident centroid peak, TMT reagent purity corrections factors were used and missing values were replaced with minimum intensity. Only peptides unique for a given protein were considered for relative quantitation, excluding those common to other isoforms or proteins of the same family. The quantification was normalized using the protein median.	9/10/2018	"[[""DOI:10.3390/proteomes6040043"",""PMID:30340394""]]"
PXD008252	https://www.ebi.ac.uk/pride/ws/archive/project/PXD008252	Nidogen-1 is a novel extracellular ligand for the NKp44 activating receptor	The release of soluble ligands of activating Natural Killer (NK) cell receptors may represent a regulatory mechanism of NK cell function both in physiologic and in pathologic conditions. Here, we identified the extracellular matrix protein Nidogen-1 (NID1) as a ligand of NKp44, an important activating receptor expressed by activated NK cells. When released as soluble molecule, NID1 can regulate NK cell function by modulating NKp44-induced IFN-? production or cytotoxicity.  We also show that NID1 may be present at the cell surface. In this form or when bound to a solid support (bNID1), NID1 failed to induce NK cell cytotoxicity or cytokine release. However, analysis by mass spectrometry revealed that exposure to bNID1 can induce relevant changes in the proteomic profiles suggesting an effect on different, biological processes of human NK cells.	"[""Homo sapiens (Human)""]"	"[""blood""]"	"[{""ptm"":""No PTMs are included in the dataset""}]"	"[""Orbitrap Fusion""]"	"[""Biological"",""Biomedical""]"	"[""Shotgun proteomics""]"	"[""Label free""]"	NID1 NK NKp44  receptor	MaxQuant software66, version 1.6.0.1, was used to process the raw data, setting a false discovery rate (FDR) of 0.01 for the identification of proteins, peptides and PSM (peptide-spectrum match), a minimum length of 6 amino acids for peptide identification was required.Andromeda engine, incorporated into MaxQuant software, was used to search MS/MS spectra against Uniprot human database (release UP000005640_9606 February 2017). In the processing the variable modifications are Acetyl (Protein N-Term) Oxidation (M), Deamidation (NQ), on the contrary the Carbamidomethyl (C) was selected as fixed modification.The intensity values were extracted and statistically evaluated using the ProteinGroup Table and Perseus software. Algorithm MaxLFQ was chosen for the protein quantification with the activated option �match between runs� to reduce the number of the missing proteins.	21/11/2017	"[[""PMID:30228939"",""DOI:10.1080/2162402X.2018.1470730""]]"
PXD002014	https://www.ebi.ac.uk/pride/ws/archive/project/PXD002014	Integrated molecular phenotyping in chondrocytes identifies genes and pathways disrupted in osteoarthritis	Osteoarthritis (OA) is a degenerative joint disease with a substantial health economic burden. There is no current treatment; instead, disease management targets the main symptoms (pain and stiffness) and culminates in joint replacement surgery. OA is a disease of cartilage degeneration, but the molecular changes leading to the development of OA are still poorly understood. In this study we compare methylation, gene transcription and protein abundance at the genome-wide level in individually-matched samples of chondrocytes extracted from affected and relatively healthy articular cartilage across 12 OA patients undergoing total knee replacement. Integration analysis highlights genes that are consistently affected at multiple levels, including AQP1, CLEC3B and COL1A1, and also relevant biological pathways such as extracellular matrix organization, collagen catabolism and proteolysis. Collectively these results provide a first view of the comprehensive molecular landscape underpinning OA development and point to potential therapeutic avenues.	"[""Homo sapiens (Human)""]"	"[""knee"",""chondrocyte""]"	"[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""},{""ptm"":""deamidated residue"",""UNIMOD"":""7""}]"	"[""LTQ Orbitrap Velos"",""Orbitrap Fusion""]"	"[""Biomedical""]"	"[""Shotgun proteomics""]"	"[""Spectrum counting"",""TMT""]"	Human, Chondrocytes, TMT, Osteoarthritis, Label Free	TMT Analysis The acquired mass spectra were submitted to SequestHT search engine implemented on the Proteome Discoverer 1.4 software for protein identification and quantification. The precursor mass tolerance was set at 30 ppm and the fragment ion mass tolerance was set at 0.02 Da. TMT6plex at N-termimus, K and Carbamidomethyl at C were defined as static modifications. Dynamic modifications included oxidation of M and Deamidation of N,Q. Peptide FDR was set at 0.01 based on Percolator q-value computed from decoy database search. All spectra were searched against a UniProt fasta file containing 20,190 Human reviewed entries. The Reporter Ion Quantifier node included a custom TMT 6plex Quantification Method with integration window tolerance 20 ppm and integration method the Most Confident Centroid.   Label free Analysis Database search was performed on Proteome Discoverer 1.4 with the SequestHT engine and normalized spectral counts were computed based on the total number of peptide-spectrum matches attributed to each protein per sample divided by the maximum value along the different samples. With a minimum requirement of at least total 14 spectra per protein we found excellent agreement in the direction of change between isobaric labelling and label free quantification for at least 32 proteins which is approximately the 90% of the common proteins between the TMT changing list and the label free identified list	17/04/2015	"[[""DOI:10.1038/s41598-017-09335-6"",""PMID:28827734""]]"
PXD000440	https://www.ebi.ac.uk/pride/ws/archive/project/PXD000440	Qualitatively Different T Cell Phenotypic Responses to IL-2 versus IL-15 are Unified by Identical Dependences on Receptor Signal Strength and Duration	3 biological replicates of F15R-Kit cells stimulated with 500pM IL-2 or IL-15 for 15 minutes, and two biological replicates of unstimulated cells (total 8 conditions) were iTRAQ8plex labeled, combined and analyzed together. Phosphotyrosine peptides were enriched for by immunoprecipitation followed by further enrichment by IMAC. Peptides were anaylzed on an Orbitrap Elite with CID and HCD scans for MS/MS peptide identification.	"[""Homo sapiens (Human)""]"	"[""blood""]"	"[{""ptm"":""iTRAQ8plex-116 reporter+balance reagent acylated residue""},{""ptm"":""L-cysteine glutathione disulfide"",""UNIMOD"":""55""},{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""},{""ptm"":""phosphorylated residue"",""UNIMOD"":""21""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""}]"	"[""instrument model""]"		"[""Bottom-up proteomics""]"		iTRAQ8plex, Phosphotyrosine, Phosphorylation, Quantification, IL-2, IL-15,	Not available	1/09/2013	"[[""PMID:24298013"",""DOI:10.4049/jimmunol.1302291""]]"
PXD009709	https://www.ebi.ac.uk/pride/ws/archive/project/PXD009709	Ultrafiltration and size exclusion chromatography combined with asymmetrical-flow field-flow fractionation for the isolation and characterisation of extracellular vesicles from urine	Extracellular vesicles (EVs) have a great potential in clinical applications, however their isolation from different body fluids and their characterisation are not yet optimal or standardised. Here we report the results of examining the performance of ultrafiltration combined with size exclusion chromatography (UF-SEC) to isolate EVs from urine. The results reveal that UF-SEC is a fast method and provides high purity. Furthermore, we introduce asymmetrical-flow field-flow fractionation coupled with a UV detector and multi-angle light-scattering detector (AF4/UV-MALS) as a characterisation method and compare it with the applicabilities and limitations of current methods. We demonstrate that AF4/UV-MALS is a straightforward characterisation method for urinary EVs.	"[""Homo sapiens (Human)""]"	"[""urine""]"	"[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""},{""ptm"":""phosphorylated residue"",""UNIMOD"":""21""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""}]"	"[""Q Exactive""]"	"[""Technical"",""Biological""]"	"[""Shotgun proteomics""]"		lc-ms/ms, urine, extracellular vesicle, exosome, orbitrap	Proteome Discoverer (2.1) software (Thermo Scientific) was used to perform database searching against the database containing Uniprot Human (Proteome ID: UP000005640, downloaded on the 25th of May 2016), using both Sequest and Mascot algorithms. Searches were performed with the following settings: precursor mass tolerance of 10 ppm, fragment mass tolerance of 0.02 Da. Digestion by trypsin and 2 missed cleavage sites are allowed. Carbamidomethyl modifications were defined as fixed modifications and phosphorylations and oxidations were dynamic modifications. The results were filtered with following parameters: only high confident peptides with a global FDR < 1% based on a target-decoy approach and first ranked peptides were included in the results.	8/05/2018	"[[""DOI:10.1080/20013078.2018.1490143"",""PMID:29988836""]]"
PXD008443	https://www.ebi.ac.uk/pride/ws/archive/project/PXD008443	Serum proteomics in early onset breast cancer	Shotgun serum proteomics study to identify novel markers of prognosis in early onset breast cancer	"[""Homo sapiens (Human)""]"	"[""blood""]"	"[{""ptm"":""phosphorylated residue"",""UNIMOD"":""21""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""},{""ptm"":""methylthiolated residue"",""UNIMOD"":""39""}]"	"[""LTQ Orbitrap""]"	"[""Biomedical""]"	"[""Shotgun proteomics""]"		breast cancer, iTRAQ	Raw data files were submited to PD 1.4 for target decoy search	14/12/2017	
PXD010284	https://www.ebi.ac.uk/pride/ws/archive/project/PXD010284	A549 CD38 proteomic analysis, part 1	A549 CD38 proteomic analysis, three biological replicate, the first replication	"[""Homo sapiens (Human)""]"	"[""lung""]"	"[{""ptm"":""No PTMs are included in the dataset""}]"	"[""Orbitrap Fusion Lumos""]"	"[""Biological""]"	"[""Shotgun proteomics""]"		A549 CD38, proteomic analysis	Peak lists from LC-MS/MS analysis were generated with the SEQUESTTM searching algorithm using Proteome Discoverer software (version 2.1; Thermo Fisher Scientific). Spectra were searched against the UniProt human reference proteome (release on March 17, 2017, containing 21,042 entries) using an in-house Proteome Discoverer Searching Algorithm (version 2.1; Thermo Fisher Scientific). The search criteria were: full tryptic specificity was required; two missed cleavage sites were allowed; oxidation of methionine, 13C(6)15N(2) at lysine, 13C(6) at arginine, and acetylation of protein N-terminus were set as variable modifications; carbamidomethylation of cysteine was set as the fixed modification; and precursor ion mass tolerance was set at 10 ppm for all MS and 20 mmu for all MS2 spectra. Peptide false discovery rate (FDR) was estimated using the percolator function provided by Proteome Discoverer, with a cutoff score of 1% based on decoy database searching. Proteome Discoverer Searching Algorithm was used for protein quantification. Briefly, relative protein expression ratios were calculated using the peak area of Lys0Arg0 divided by the peak area of Lys8Arg6. Only peptides assigned to a given protein group were considered unique. Proteins with two or more unique peptide matches were regarded as confident identifications and further quantified. Differences in protein abundance between sample and control groups were calculated by averaging unique peptide ratios for that protein. Quantitative precision was expressed as protein ratio variability.	2/07/2018	
PXD008601	https://www.ebi.ac.uk/pride/ws/archive/project/PXD008601	Quantitative metaproteomics of medieval dental calculus reveals individual oral health status	The composition of the ancient oral microbiome has recently become possible to investigate by using advanced biomolecular methods such as metagenomics and metaproteomics. This study presents a look at the individuality of the metaproteomes from 22 medieval Danish dental calculus samples. The proteomics data suggest two distinct groups; a healthy and disease-susceptible. Comparison to modern healthy calculus samples supports this hypothesis. The osteological inspections of the samples does not immediately support the grouping made by proteomics data, making us believe that this will add a new and exciting level of information. We identify 3671 protein-groups across all medieval samples and thus expanding the depth of previous studies more than ten times. As a part of future perspective for further depth in these types of samples we performed offline high pH fractionation in combination with TMT labelling and achieved ~30% more protein identifications and reduced costly mass spectrometry time.	"[""Homo sapiens (Human)""]"	"[""dental plaque""]"	"[{""ptm"":""No PTMs are included in the dataset""}]"	"[""Q Exactive""]"	"[""Metaproteomics""]"	"[""Shotgun proteomics""]"		Calculus, Metaproteomics	Rawfiles were processed with MaxQuant version 1.5.3.36 (Cox & Mann, 2008) using default settings, except deamidation (NQ) was set as a variable modification and the minimum score of modified and unmodified peptides was set to 40. The data was searched against a concatenated FASTA file, consisting of the human reference proteome from UniProt, entire SwissProt (The UniProt Consortium, 2015), and the Human Oral Microbiome Database (HOMD, (Chen et al., 2010)), retrieved August 2014, with the exception of applying no FDR cutoff. The aim was to increase peptide and protein identifications, while controlling false positives in a conservative manner. Therefore, we stratified the search space into three uneven groups, namely �human�, �bacteria�, and �other� (consisting of all �other� taxa such as food remains and peptides not mapped to kingdom level). FDR calculations were performed separately within each of these groups at the peptide level using the peptides.txt file from MaxQuant output. The FDR was calculated analogous to Cox & Mann, 2008 as follows. In order to determine a cutoff score for a specific FDR, all peptide identifications - from the forward and the reverse database - were sorted by their Andromeda-score in descending order. Peptides were accepted until 1% of reverse hits/forward hits has accumulated. In order to work with MaxQuants LFQ intensities we used the remaining �Leading razor proteins� identifiers from the peptides.txt to map and filter the proteinGroups.txt file through the �Protein IDs� column. The proteinGroups.txt was then filtered by removing all proteinGroups entries with a value of less than two �Razor + unique peptides� per rawfile.	5/01/2018	"[[""PMID:30459334"",""DOI:10.1038/s41467-018-07148-3""]]"
PXD010260	https://www.ebi.ac.uk/pride/ws/archive/project/PXD010260	Muscular invasiveness in bladder cancer	Patients with bladder cancer need frequent controls over long follow-up time due to high recurrence rate and risk of conversion to muscle invasive cancer with poor prognosis. We identified cancer-related molecular signatures in apparently healthy bladder in patients with subsequent muscular invasiveness during follow-up. Global proteomics of the normal tissue biopsies revealed specific proteome fingerprints in these patients prior to subsequent muscular invasiveness. In these presumed normal samples, we detected modulations of proteins previously associated with different cancer types. This study indicates that analyzing apparently healthy tissue of a cancer-invaded organ may predict disease progression.	"[""Homo sapiens (Human)""]"	"[""urinary bladder""]"	"[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""}]"	"[""Q Exactive HF""]"		"[""Shotgun proteomics""]"	"[""MS1 intensity based label-free quantification method""]"	Human, bladder cancer, label-free proteomics, Q-Exactive-HF	The Q-Exactive LC-MS/MS raw data was analyzed utilizing Progenesis QI v2.0 (Nonlinear Dynamics, Newcastle upon Tyne, UK) and the proteins identified using Proteome Discoverer v1.4.1. (Thermo Scientific, Waltham, USA). In Progenesis QI runs with an MS1 alignment score >66% was accepted prior to quantification of only unique peptides with charges from+ 2 to +4. An mgf file was generated including MS/MS features with a spectrum rank less than 5, a number of isotopes less than 5, and a value higher than zero for peptide ion and precursor intensities. The fragment ion count was limited to 150 and enabling deisotoping and deconvolution prior to export. The exported mgf file was searched using Proteome Discoverer using Sequest HT and MS Amanda (version 1.4.4) with the SwissProt Homo sapiens database v June2015 (canonical sequence, no isoforms). Trypsin was set as the enzyme, and a maximum of one missed cleavage was allowed. Carbamidomethylation of cysteine was set as fixed and oxidation of methionine as variable modification. The precursor mass tolerance was set to 5 ppm and the fragment mass tolerance to 0.05 Da. The peptide spectrum match validation from all search engines was performed using Percolator, with a strict and relaxed target FDR of 0.01 and 0.05, respectively. The search results were exported as pepXML and imported into Progenesis QI where the identities were assignment to the MS1 features.	24/10/2018	"[[""PMID:30419021"",""DOI:10.1371/journal.pone.0206475""]]"
PXD007080	https://www.ebi.ac.uk/pride/ws/archive/project/PXD007080	Proteomics analysis of podocytes with alpha-galactosidase knockdown	We subjected human podocytes with and without alpha-Galactosidase knockdown to proteomic analysis.	"[""Homo sapiens (Human)""]"	"[""kidney""]"	"[{""ptm"":""No PTMs are included in the dataset""}]"	"[""Q Exactive""]"	"[""Biological"",""Biomedical""]"	"[""Shotgun proteomics""]"		Podocyte, kidney, proteome, Fabry disease	We analyzed the data using MaxQuant as described in the methods section of the respective paper.	19/07/2017	"[[""PMID:30038331"",""DOI:10.1038/s41598-018-29240-w""]]"
PXD005323	https://www.ebi.ac.uk/pride/ws/archive/project/PXD005323	iTRAQ-Based Quantitative Proteomic Analysis of Inhibitory Effects of Polysaccharides from Viscum coloratum (Kom.) Nakai on HepG2 Cells	Viscum coloratum (Kom.) Nakai is a variety of biological activities of medicinal plants, and the active component such as polysaccharides or alkaloids, also proved to have the effect of anti-tumor, anti-virus, anti-radiation, anti-oxidation and anti-infection. In this study, we examined the inhibition of three polysaccharide fractions from Viscum coloratum (Kom.) Nakai on HepG2 cells growth in a dose-dependent manner using CCK-8 kit assay, and flow cytometry analysis showed that VCP2 delayed cell cycle in G1 phase and induced apoptosis in HepG2 cells which may due to overexpressed p21Wafl/Cip1 and Cyclin D and decreased expressions of Cyclin E and CDK4, and the upregulated Bad, Smac and Caspase-3 and the downregulated Bcl-XL and XIAP may be one of reasons for inducing apoptosis in VCP2-treated HepG2 cells, but these effects may be not obviously related to Bad. Using iTRAQ and 2D-LC-MSMS, 113 differentially expressed proteins identified in normal and VCP2-treated HepG2 cells. Among them, the expressions of 59 proteins were upregulation, and the expressions of 54 proteins were downregulation. GO, pathways and PPI of differentially expressed proteins further analyzed in polysaccharides-treated HepG2 cells by bioinformatic approach. These findings widen our understanding the anti-tumor mechanisms of mistletoe polysaccharide and provide new clues for screening potent responsive protein to polysaccharides.	"[""Homo sapiens (Human)""]"	"[""liver""]"	"[{""ptm"":""No PTMs are included in the dataset""}]"	"[""Q Exactive""]"	"[""Biological""]"	"[""Shotgun proteomics""]"	"[""iTRAQ""]"	iTRAQ,HepG2,Viscum coloratum,Proteomic	Protein quantification was also performed by ProteinPilot software (Versio 5.0, AB SCIEX) against Homo sapiens database using the Paragon algorithm. Protein identification was performed with methylmethanethiosulfonate (MMTS) selected for cysteine modification with iodoacetamide of emphasis on biological modifications, the false discovery rate (FDR) analysis was estimated using an automatic decoy database search strategy of the PSPEP Software (Proteomics System Performance Evaluation Pipeline Software, integrated in the ProteinPilot Software). The peptides of iTRAQ labeling were chosen for protein quantification with unique peptides during the search. Only peptides with global FDR ? 1% identified were considered for further analysis. The p-values were generated by ProteinPilot Software using the peptides used to quantitate the respective protein. Finally, FC was calculated as the average ratio of 119/117 and 118/121 for differentially expressed proteins, and samples of FC>2 or <0.5 and p<0.05 were considered to be significantly differentially expressed proteins.	11/11/2016	"[[""DOI:10.1038/s41598-017-04417-x"",""PMID:28676664""]]"
