PXD;RAW;Useable;cell_line;disease;tissue_type;treatment;sub_cell
PXD010630;20180406_k562_mo_40frac_up_10.raw;no;K562;myeloid leukemia;blood;;
PXD010630;20180406_k562_mo_40frac_up_11.raw;no;K562;myeloid leukemia;blood;;
PXD010630;20180406_k562_mo_40frac_up_12.raw;no;K562;myeloid leukemia;blood;;
PXD010630;20180406_k562_mo_40frac_up_13.raw;no;K562;myeloid leukemia;blood;;
PXD010630;20180406_k562_mo_40frac_up_14.raw;no;K562;myeloid leukemia;blood;;
PXD010630;20180406_k562_mo_40frac_up_15.raw;no;K562;myeloid leukemia;blood;;
PXD010630;20180406_k562_mo_40frac_up_16.raw;no;K562;myeloid leukemia;blood;;
PXD010630;20180406_k562_mo_40frac_up_17.raw;no;K562;myeloid leukemia;blood;;
PXD010630;20180406_k562_mo_40frac_up_18.raw;no;K562;myeloid leukemia;blood;;
PXD010630;20180406_k562_mo_40frac_up_19.raw;no;K562;myeloid leukemia;blood;;
PXD010630;20180406_k562_mo_40frac_up_2.raw;no;K562;myeloid leukemia;blood;;
PXD010630;20180406_k562_mo_40frac_up_20.raw;no;K562;myeloid leukemia;blood;;
PXD010630;20180406_k562_mo_40frac_up_3.raw;no;K562;myeloid leukemia;blood;;
PXD010630;20180406_k562_mo_40frac_up_4.raw;no;K562;myeloid leukemia;blood;;
PXD010630;20180406_k562_mo_40frac_up_5.raw;no;K562;myeloid leukemia;blood;;
PXD010630;20180406_k562_mo_40frac_up_6.raw;no;K562;myeloid leukemia;blood;;
PXD010630;20180406_k562_mo_40frac_up_7.raw;no;K562;myeloid leukemia;blood;;
PXD010630;20180406_k562_mo_40frac_up_8.raw;no;K562;myeloid leukemia;blood;;
PXD010630;20180406_k562_mo_40frac_up_9.raw;no;K562;myeloid leukemia;blood;;
PXD010630;20180408_Placenta_40frac_up_1.raw;no;;;;;
PXD010630;20180408_Placenta_40frac_up_10.raw;no;;;;;
PXD010630;20180408_Placenta_40frac_up_11.raw;no;;;;;
PXD010630;20180408_Placenta_40frac_up_12.raw;no;;;;;
PXD010630;20180408_Placenta_40frac_up_13.raw;no;;;;;
PXD010630;20180408_Placenta_40frac_up_14.raw;no;;;;;
PXD010630;20180408_Placenta_40frac_up_15.raw;no;;;;;
PXD010630;20180408_Placenta_40frac_up_16.raw;no;;;;;
PXD010630;20180408_Placenta_40frac_up_17.raw;no;;;;;
PXD010630;20180408_Placenta_40frac_up_18.raw;no;;;;;
PXD010630;20180408_Placenta_40frac_up_19.raw;no;;;;;
PXD010630;20180408_Placenta_40frac_up_2.raw;no;;;;;
PXD010630;20180408_Placenta_40frac_up_20.raw;no;;;;;
PXD010630;20180408_Placenta_40frac_up_3.raw;no;;;;;
PXD010630;20180408_Placenta_40frac_up_4.raw;no;;;;;
PXD010630;20180408_Placenta_40frac_up_5.raw;no;;;;;
PXD010630;20180408_Placenta_40frac_up_6.raw;no;;;;;
PXD010630;20180408_Placenta_40frac_up_7.raw;no;;;;;
PXD010630;20180408_Placenta_40frac_up_8.raw;no;;;;;
PXD010630;20180408_Placenta_40frac_up_9.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_1.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_10.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_11.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_12.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_13.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_14.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_15.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_16.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_17.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_18.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_19.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_2.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_20.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_3.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_4.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_5.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_6.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_7.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_8.raw;no;;;;;
PXD010630;20180410_Placenta_40frac_sub_9.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_1.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_10.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_11.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_12.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_13.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_14.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_15.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_16.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_17.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_18.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_19.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_2.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_20.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_3.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_4.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_5.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_6.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_7.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_8.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_sub_9.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_1.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_10.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_11.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_12.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_13.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_14.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_15.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_16.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_17.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_18.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_19.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_2.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_20.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_3.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_4.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_5.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_6.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_7.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_8.raw;no;;;;;
PXD010630;20180412_Placenta_40frac_up_9.raw;no;;;;;
PXD010630;20180417_Hela_40frac_sub_1.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_sub_10.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_sub_11.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_sub_12.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_sub_13.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_sub_14.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_sub_15.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_sub_16.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_sub_17.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_sub_18.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_sub_19.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_sub_2.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_sub_20.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_sub_3.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_sub_4.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_sub_5.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_sub_6.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_sub_7.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_sub_8.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_sub_9.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_1.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_10.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_11.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_12.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_13.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_14.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_15.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_16.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_17.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_18.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_19.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_2.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_20.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_3.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_4.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_5.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_6.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_7.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_8.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180417_Hela_40frac_up_9.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_1.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_10.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_11.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_12.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_13.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_14.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_15.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_16.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_17.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_18.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_19.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_2.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_20.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_3.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_4.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_5.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_6.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_7.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_8.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_sub_9.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_1.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_10.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_11.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_12.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_13.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_14.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_15.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_16.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_17.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_18.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_19.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_2.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_20.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_3.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_4.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_5.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_6.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_7.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_8.raw;no;HeLa;adenocarcinoma;cervix;;
PXD010630;20180421_Hela_40frac_up_9.raw;no;HeLa;adenocarcinoma;cervix;;
;;;;;;;
PXD000529;CHPP_97H_RP1_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP1_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP10_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP10_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP11_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP11_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP12_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP12_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP13_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP13_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP14_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP14_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP15_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP15_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP16_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP16_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP17_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP17_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP18_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP18_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP19_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP19_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP2_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP2_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP20_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP20_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP21_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP21_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP22_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP22_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP23_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP23_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP24_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP24_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP3_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP3_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP4_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP4_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP5_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP5_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP6_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP6_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP7_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP7_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP8_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP8_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP9_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_97H_RP9_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;MHCC97H
PXD000529;CHPP_LM3_RP1_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP1_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP10_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP10_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP11_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP11_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP12_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP12_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP13_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP13_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP14_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP14_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP15_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP15_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP16_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP16_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP17_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP17_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP18_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP18_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP19_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP19_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP2_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP2_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP20_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP20_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP21_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP21_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP22_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP22_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP23_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP23_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP24_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP24_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP3_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP3_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP4_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP4_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP5_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP5_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP6_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP6_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP7_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP7_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP8_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP8_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP9_1.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
PXD000529;CHPP_LM3_RP9_2.raw;yes;MHCC97;hepatocellular carcinoma;liver;;HCCLM3
;;;;;;;
PXD000443;SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_1_10.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000443;SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_10_10.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000443;SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_2_10.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000443;SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_3_10.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000443;SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_4_10.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000443;SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_5_10.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000443;SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_6_10.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000443;SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_7_10.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000443;SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_8_10.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000443;SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_9_10.raw;yes;Jurkat;T-cell leukemia;blood;;
;;;;;;;
PXD010538;160923_A12_FullProteome2_NOS_19_pellet_SF_B.raw;no;;;;;
PXD010538;160923_A12_FullProteome2_NOS_19_pellet_SF_C.raw;no;;;;;
PXD010538;160923_A12_FullProteome2_NOS_19_pellet_SF_DE.raw;no;;;;;
PXD010538;160923_A12_FullProteome2_NOS_19_supernatant_SF_SCX12.raw;no;;;;;
PXD010538;160923_A12_FullProteome2_NOS_19_supernatant_SF_SCX3.raw;no;;;;;
PXD010538;160923_A12_FullProteome2_NOS_19_supernatant_SF_SCX4.raw;no;;;;;
PXD010538;160923_A12_FullProteome2_NOS_19_supernatant_SF_SCX5.raw;no;;;;;
PXD010538;160923_A12_FullProteome2_NOS_19_supernatant_SF_SCX6.raw;no;;;;;
PXD010538;160923_A12_FullProteome2_NOS_20_pellet_SF_B.raw;no;;;;;
PXD010538;160923_A12_FullProteome2_NOS_20_pellet_SF_C.raw;no;;;;;
PXD010538;160923_A12_FullProteome2_NOS_20_pellet_SF_DE.raw;no;;;;;
PXD010538;160923_A12_FullProteome2_NOS_20_supernatant_SF_SCX12.raw;no;;;;;
