PXD;RAW;cell_line;valid;treated;comment;disease;tissue_type
PXD010538;160923_A12_FullProteome2_NOS_20_pellet_SF_B.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_20_pellet_SF_C.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_20_pellet_SF_DE.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_20_supernatant_SF_SCX12.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_20_supernatant_SF_SCX3.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_20_supernatant_SF_SCX4.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_20_supernatant_SF_SCX5.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_20_supernatant_SF_SCX6.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_21_pellet_SF_B.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_21_pellet_SF_C.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_21_pellet_SF_DE.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_21_supernatant_SF_SCX12.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_21_supernatant_SF_SCX3.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_21_supernatant_SF_SCX4.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_21_supernatant_SF_SCX5.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_21_supernatant_SF_SCX6.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_22_pellet_SF_B.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_22_pellet_SF_C.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_22_pellet_SF_DE.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_22_supernatant_SF_SCX12.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_22_supernatant_SF_SCX3.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_22_supernatant_SF_SCX4.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_22_supernatant_SF_SCX5.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_22_supernatant_SF_SCX6.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_23_pellet_SF_B.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_23_pellet_SF_C.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_23_pellet_SF_DE.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_23_supernatant_SF_SCX12.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_23_supernatant_SF_SCX3.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_23_supernatant_SF_SCX4.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_23_supernatant_SF_SCX5.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_23_supernatant_SF_SCX6.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_24_pellet_SF_B.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_24_pellet_SF_C_161215184832.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_24_pellet_SF_DE.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_24_supernatant_SF_SCX12.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_24_supernatant_SF_SCX3.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_24_supernatant_SF_SCX4.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_24_supernatant_SF_SCX5.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_24_supernatant_SF_SCX6.raw;SH-SY5Y;yes/no;serum-free starvation;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_25_pellet_Rapa_B.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_25_pellet_Rapa_C.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_25_pellet_Rapa_DE.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_25_supernatant_Rapa_SCX12.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_25_supernatant_Rapa_SCX3.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_25_supernatant_Rapa_SCX4.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_25_supernatant_Rapa_SCX5.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_25_supernatant_Rapa_SCX6.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_26_pellet_Rapa_B.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_26_pellet_Rapa_C.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_26_pellet_Rapa_DE.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_26_supernatant_Rapa_SCX12.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_26_supernatant_Rapa_SCX3.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_26_supernatant_Rapa_SCX4.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_26_supernatant_Rapa_SCX5.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_26_supernatant_Rapa_SCX6.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_27_pellet_Rapa_B.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_27_pellet_Rapa_C.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_27_pellet_Rapa_DE.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_27_supernatant_Rapa_SCX12.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_27_supernatant_Rapa_SCX3.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_27_supernatant_Rapa_SCX4.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_27_supernatant_Rapa_SCX5.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_27_supernatant_Rapa_SCX6.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_28_pellet_Rapa_B.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_28_pellet_Rapa_C.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_28_pellet_Rapa_DE.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_28_supernatant_Rapa_SCX12.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_28_supernatant_Rapa_SCX3.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_28_supernatant_Rapa_SCX4.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_28_supernatant_Rapa_SCX5.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_28_supernatant_Rapa_SCX6.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_29_pellet_Rapa_B.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_29_pellet_Rapa_C.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_29_pellet_Rapa_DE.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_29_supernatant_Rapa_SCX12.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_29_supernatant_Rapa_SCX3.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_29_supernatant_Rapa_SCX4.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_29_supernatant_Rapa_SCX5.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_29_supernatant_Rapa_SCX6.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_30_pellet_Rapa_B.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_30_pellet_Rapa_C.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_30_pellet_Rapa_DE.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_30_supernatant_Rapa_SCX12.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_30_supernatant_Rapa_SCX3.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_30_supernatant_Rapa_SCX4.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_30_supernatant_Rapa_SCX5.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_30_supernatant_Rapa_SCX6.raw;SH-SY5Y;yes/no;rapamycin;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_31_pellet_DMSO_B.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_31_pellet_DMSO_C.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_31_pellet_DMSO_DE.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_31_supernatant_DMSO_SCX12.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_31_supernatant_DMSO_SCX3.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_31_supernatant_DMSO_SCX4.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_31_supernatant_DMSO_SCX5.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_31_supernatant_DMSO_SCX6.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_32_pellet_DMSO_B.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_32_pellet_DMSO_C.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_32_pellet_DMSO_DE.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_32_supernatant_DMSO_SCX12.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_32_supernatant_DMSO_SCX3.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_32_supernatant_DMSO_SCX4.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_32_supernatant_DMSO_SCX5.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_32_supernatant_DMSO_SCX6.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_33_pellet_DMSO_B.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_33_pellet_DMSO_C.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_33_pellet_DMSO_DE.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_33_supernatant_DMSO_SCX12.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_33_supernatant_DMSO_SCX3.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_33_supernatant_DMSO_SCX4.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_33_supernatant_DMSO_SCX5.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_33_supernatant_DMSO_SCX6.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_34_pellet_DMSO_B.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_34_pellet_DMSO_C.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_34_pellet_DMSO_DE.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_34_supernatant_DMSO_SCX12.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_34_supernatant_DMSO_SCX3.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_34_supernatant_DMSO_SCX4.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_34_supernatant_DMSO_SCX5.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_34_supernatant_DMSO_SCX6.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_35_pellet_DMSO_B.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_35_pellet_DMSO_C.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_35_pellet_DMSO_DE.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_35_supernatant_DMSO_SCX12.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_35_supernatant_DMSO_SCX3.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_35_supernatant_DMSO_SCX4.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_35_supernatant_DMSO_SCX5.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_35_supernatant_DMSO_SCX6.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_36_pellet_DMSO_B.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_36_pellet_DMSO_C.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_36_pellet_DMSO_DE.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_36_supernatant_DMSO_SCX12.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_36_supernatant_DMSO_SCX3.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_36_supernatant_DMSO_SCX4.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_36_supernatant_DMSO_SCX5.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_NOS_36_supernatant_DMSO_SCX6.raw;SH-SY5Y;yes/no;;transduced with NOS1;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_1_pellet_SF_B.raw;SH-SY5Y;yes/no;serum-free starvation;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_1_pellet_SF_C.raw;SH-SY5Y;yes/no;serum-free starvation;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_1_pellet_SF_DE.raw;SH-SY5Y;yes/no;serum-free starvation;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_1_supernatant_SF_SCX12.raw;SH-SY5Y;yes/no;serum-free starvation;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_1_supernatant_SF_SCX3.raw;SH-SY5Y;yes/no;serum-free starvation;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_1_supernatant_SF_SCX4.raw;SH-SY5Y;yes/no;serum-free starvation;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_1_supernatant_SF_SCX5.raw;SH-SY5Y;yes/no;serum-free starvation;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_1_supernatant_SF_SCX6.raw;SH-SY5Y;yes/no;serum-free starvation;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_10_pellet_Rapa_B.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_10_pellet_Rapa_C.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_10_pellet_Rapa_DE.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_10_supernatant_Rapa_SCX12.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_10_supernatant_Rapa_SCX3.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_10_supernatant_Rapa_SCX4.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_10_supernatant_Rapa_SCX5.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_10_supernatant_Rapa_SCX6.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_11_pellet_Rapa_B.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_11_pellet_Rapa_C.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_11_pellet_Rapa_DE.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_11_supernatant_Rapa_SCX12.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_11_supernatant_Rapa_SCX3.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_11_supernatant_Rapa_SCX4.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_11_supernatant_Rapa_SCX5.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_11_supernatant_Rapa_SCX6.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_12_pellet_Rapa_B.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_12_pellet_Rapa_C.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_12_pellet_Rapa_DE.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_12_supernatant_Rapa_SCX12.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_12_supernatant_Rapa_SCX3.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_12_supernatant_Rapa_SCX4.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_12_supernatant_Rapa_SCX5.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_12_supernatant_Rapa_SCX6.raw;SH-SY5Y;yes/no;rapamycin;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_13_pellet_DMSO_B.raw;SH-SY5Y;yes;;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_13_pellet_DMSO_C.raw;SH-SY5Y;yes;;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_13_pellet_DMSO_DE.raw;SH-SY5Y;yes;;;neuroblastoma;bone marrow
PXD010538;160923_A12_FullProteome2_WT_13_supernatant_DMSO_SCX12.raw;SH-SY5Y;yes/no;;supernatant;neuroblastoma;bone marrow
