accession,url,title,projectDescription,species,tissues,ptms,instrumentNames,projectTags,experimentTypes,quantificationMethods,keywords,dataProcessingProtocol,submissionDate,references
PXD011301,https://www.ebi.ac.uk/pride/ws/archive/project/PXD011301,Translation of non-standard codon nucleotides reveals minimal requirements for codon-anticodon interactions,"The precise interplay between the mRNA codon and the tRNA anticodon is crucial for ensuring efficient and accurate translation by the ribosome. The insertion of RNA nucleobase derivatives in the mRNA allowed us to modulate the stability of the codon-anticodon interaction in the decoding site of bacterial and eukaryotic ribosomes, allowing an in-depth analysis of codon recognition. In addition to a quantitative analysis of the protein products that are formed in dependence of the modified codons, the interpretation of these RNA nucleobase derivatives by the ribosomal decoding site was also determined. For each modification, the translated peptides from the bacterial and eukaryotic systems were purified and analyzed by mass spectrometry.","[""Homo sapiens (Human)""]","[""cell culture""]","[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""},{""ptm"":""acetylated residue"",""UNIMOD"":""1""}]","[""Q Exactive""]","[""Biological""]","[""Affinity purification coupled with mass spectrometry proteomics""]",,"biological, ribosome, decoding, translation elongation, codon-anticodon interactions, nucleotide modifications","Database search was performed using ProteomeDiscoverer (Version 2.1, Thermo Scientific) with search engine Sequest HT. MS/MS spectra were searched against a human protein database (Uniprot, reference proteome, last modified Feb 2018, 20939 entries) to which 21 different ErmCL protein sequences were added. The following settings were applied: Enzyme for protein cleavage was trypsin; two missed cleavages were allowed. Fixed modification was carbamidomethylcysteine; variable modifications were N-terminal protein acetylation and methionine oxidation. Precursor mass tolerance was set to 10 ppm; fragment mass tolerance was 20 mmu. Maximum false discovery rate (FDR) for proteins and peptides was 1%.",2018-10-08,"[[""PMID:30451861"",""DOI:10.1038/s41467-018-07321-8""]]"
PXD010783,https://www.ebi.ac.uk/pride/ws/archive/project/PXD010783,C16-ceramide is a natural regulatory ligand of p53 in cellular stress response,"Ceramides are important participants of signal transduction, regulating fundamental cellular processes. Here we report the mechanism for activation of p53 tumor suppressor by C16-ceramide.  C16-ceramide tightly binds within the p53 DNA binding domain (Kd ~ 60 nM), in close vicinity to the Box V motif. This interaction is highly selective towards the ceramide acyl chain length with its C10 atom being proximal to Ser240 and Ser241. Ceramide binding stabilizes p53 and disrupts its complex with E3 ligase MDM2 leading to the p53 accumulation, nuclear translocation and activation of the downstream targets. This is a novel physiological mechanism of p53 activation, which is fundamentally different from the canonical p53 regulation through protein-protein interactions or post-translational modifications. The discovered mechanism is triggered by serum or folate deprivation implicating it in the cellular response to nutrient/metabolic stress.  Our study establishes C16-ceramide as the first natural small molecule activating p53 through the direct binding.","[""Homo sapiens (Human)""]",,"[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""}]","[""LTQ Orbitrap""]","[""Biological""]","[""Chemical cross-linking coupled with mass spectrometry proteomics""]",,"p52, ceramide, regulatory ligand","The .raw data files were analyzed by PEAKS Studio 7.5 proteomics database search engine to identify modifications present in peptides, using the following mass-differences for: carbamidomethylation – 57.02 Da, oxidation – 15.99 Da, photoactivated ceramide - 518.46 Da.",2018-08-15,"[[""DOI:10.1038/s41467-018-06650-y"",""PMID:30297838""]]"
PXD005847,https://www.ebi.ac.uk/pride/ws/archive/project/PXD005847,High Density Lipoprotein Proteome in Non-alcoholic Fatty Liver Disease Patients,Characterization of HDL proteome in patients diagnosed with non-alcoholic fatty liver disease and to evaluate the impact on HDL function.,"[""Homo sapiens (Human)""]","[""blood serum""]","[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""},{""ptm"":""acetylated residue"",""UNIMOD"":""1""}]","[""LTQ Orbitrap Velos""]","[""Biological"",""Biomedical""]","[""Shotgun proteomics""]","[""MS1 intensity based label-free quantification method""]","HDL, NAFLD, Obesity, LC-MS/MS","All 45 data files (3 technical MS replicates per sample) were searched against the human Uniprot canonical and isoform database (release 2016_03) using MaxQuant ver. 1.5.3. Proteins were identified with 1% protein false discovery rate (FDR), determined empirically by reversed decoy database searching according to standard MS analysis approaches. Cysteine carbamidomethylation (+57.021) was considered as fixed modification, and oxidation of methionine (+15.995) and N-terminal acetylation (+42.010) were considered as variable modifications. The precursor tolerance was kept at 4.5ppm and product ion tolerance was kept at 0.5 Da. Label free normalization and quantitation was performed using the LFQ feature of MaxQuant (MaxLFQ).",2017-02-04,"[[""PMID:29527140"",""DOI:10.1186/s12014-018-9186-0""]]"
PXD011152,https://www.ebi.ac.uk/pride/ws/archive/project/PXD011152,"Multiplex PRM quantitation of CD8a, CD4, LAG3, PD1, PD-L1 and PD-L2","Immuno-LC-PRM assay was developed to simultaneously quantify the expression levels of six immune markers (CD8A, CD4, LAG3, PD1, PD-L1 and PD-L2) using as little as 1-2 mg of fresh frozen tissue.","[""Homo sapiens (Human)""]","[""lymph node""]","[{""ptm"":""No PTMs are included in the dataset""}]","[""Q Exactive""]","[""Biomedical""]","[""SRM/MRM""]",,"PRM. immuno-oncology, CD8, CD4, LAG3, PD1, PD-L1 and PD-L2",Raw data were processed using Skyline Daily (MacCross Lab). Standard curves were generated using PRISM with 1/x2,2018-09-20,"[[""DOI:10.1021/acs.jproteome.8b00605"",""PMID:30277784""]]"
PXD010632,https://www.ebi.ac.uk/pride/ws/archive/project/PXD010632,SNX3-retromer requires an evolutionary conserved MON2:DOPEY2:ATP9A complex to mediate Wntless sorting and Wnt secretion,"Wntless transports Wnt morphogens to the cell surface and is required for Wnt secretion and morphogenic gradients formation. Recycling of endocytosed Wntless requires the sorting nexin-3 (SNX3)-retromer-dependent endosome-to-Golgi transport pathway. Here we demonstrate the essential role of SNX3-retromer assembly for Wntless transport and report that SNX3 associates with an evolutionary conserved endosome-associated membrane re-modelling complex composed of MON2, DOPEY2 and the putative aminophospholipid translocase, ATP9A. In vivo suppression of Ce-mon-2, Ce-pad-1 or Ce-tat-5 (respective MON2, DOPEY2 and ATP9A orthologues) phenocopy a loss of SNX3-retromer function, leading to enhanced lysosomal degradation of Wntless and a Wnt phenotype. Perturbed Wnt signalling is also observed upon overexpression of an ATPase-inhibited TAT-5(E246Q) mutant, suggesting a role for phospholipid flippase activity during SNX3-retromer-mediated Wntless sorting. Together, these findings provide in vitro and in vivo mechanistic details to describe SNX3-retromer-mediated transport during Wnt secretion and the formation of Wnt-morphogenic gradients.","[""Homo sapiens (Human)""]","[""cell culture""]","[{""ptm"":""6x(13)C labeled residue"",""UNIMOD"":""188""}]","[""LTQ Orbitrap Velos""]",,"[""Affinity purification coupled with mass spectrometry proteomics""]","[""SILAC""]",retromer flippase snx3,"Xcalibar v2.1 software (Thermo Fisher Scientific) was used to acquire the MS data. Proteome discoverer software v1.2 (Thermo Fisher Scientific) was used to process the raw data files and search the UniProt human database for proteins containing identified peptides using the SEQUEST algorithm (Eng et al., 1994)",2018-07-31,"[[""PMID:30213940"",""DOI:10.1038/s41467-018-06114-3""]]"
PXD008147,https://www.ebi.ac.uk/pride/ws/archive/project/PXD008147,"First evidence that a protein coded by a short ORF, not by the annotated CDS is the main gene product","Proteogenomics and ribosome profiling concurrently show that genes may code for both a large and one or more small proteins translated from annotated coding sequences (CDSs) and unannotated alternative open reading frames (named alternative ORFs or altORFs), respectively, but the stoichiometry between large and small proteins translated from the same gene is unknown. \textit{MIEF1}, a gene recently identified as a dual-coding gene, harbours a CDS and a newly annotated and actively translated altORF located in the 5’UTR . Here, we use absolute quantification with stable isotope-labeled peptides and parallel reaction monitoring to determine levels of both proteins in two human cells lines and in human colon. We report that the main \textit{MIEF1} translational product is not the canonical 463 amino acid MiD51 protein but the small 70 amino acid alternative MiD51 protein (altMiD51). These results demonstrate the inadequacy of the single CDS concept and provide a strong argument for modernizing functional annotations of genes.","[""Homo sapiens (Human)""]","[""cell culture"",""colon""]","[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""}]","[""Q Exactive""]","[""Biological""]","[""SRM/MRM"",""Affinity purification coupled with mass spectrometry proteomics""]","[""AQUA""]","Short ORF, Targeted proteomics, Translation, CRISPR-Cas9","DDA identification Mass spectrometry RAW files were searched with Andromeda, search engine implemented in MaxQuant 1.5.5.1. Trypsin/P was set as digestion mode with a maximum of two missed cleavages per peptides. Oxidation of methionine and acetylation of N-terminal were set as variable modifications. Carbamidomethylation of cysteine was set as fixed modification. Files were searched using a target-decoy approach against Uniprot 03/2017 release (UniProt, 2017) and GST (P08515) at a 1 % false discovery rate at peptide-spectrum-match, peptide and protein levels. Peptides sequences were recovered from MaxQuant output files.  PRM experiments Mass-spectrometry RAW files were analyzed using Xcalibur 2.2 (Thermo) by measuring area of each peptide monoisotopic transitions within a 3 ppm mass precision window. Absolute quantification experiments, protein concentration was determined by comparing the ratio of endogenous peptide to spiked-in AQUA standard and its concentration with the same precursor to fragment transitions within a 3 ppm mass precision window. Spectral similarity was controlled by importing RAW files into Skyline.",2017-11-14,"[[""DOI:10.1074/mcp.ra118.000593"",""PMID:30181344""]]"
PXD009378,https://www.ebi.ac.uk/pride/ws/archive/project/PXD009378,A chemoproteomic portrait of the oncometabolite fumarate,"Hereditary cancer disorders often provide an important window into novel mechanisms supporting tumor growth and survival. Understanding these mechanisms and developing biomarkers to identify their presence thus represents a vital goal. Towards this goal, here we report a chemoproteomic map of the covalent targets of fumarate, an oncometabolite whose accumulation marks the genetic cancer predisposition syndrome hereditary leiomyomatosis and renal cell carcinoma (HLRCC). First, we validate the ability of known and novel chemoproteomic probes to report on concentration-dependent fumarate reactivity in vitro. Next, we apply these probes in concert with LC-MS/MS to identify cysteine residues sensitive to either fumarate treatment or fumarate hydratase (FH) mutation in untransformed and HLRCC cell models, respectively. Mining this data to understand the structural determinants of fumarate reactivity led to the discovery of an unexpected anti-correlation with nucleophilicity, indicating a novel influence of pH on fumarate-cysteine interactions. Finally, we show that many fumarate-sensitive and FH-regulated cysteines are found in functional protein domains, and perform functional studies of a fumarate-sensitive cysteine in SMARCC1 that lies at a key protein-protein interface in the SWI-SNF tumor suppressor complex. Our studies provide a powerful resource for understanding the influence of fumarate on reactive cysteine residues, and lay the foundation for future efforts to exploit this distinct aspect of oncometabolism for cancer diagnosis and therapy.","[""Homo sapiens (Human)""]","[""kidney""]","[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""}]","[""LTQ Orbitrap""]","[""Biomedical""]","[""Shotgun proteomics""]",,"UOK262, hereditary leiomyomatosis and renal cell carcinoma (HLRCC), Fumarate hydratase (FH), Fumarate, Succination, Cysteine reactivity, LC-MSMS","The tandem MS data was analyzed by the SEQUEST algorithm. Static modification of cysteine residues (+57.0215 m/z, iodoacetamide alkylation) was assumed, and differential modifications on cysteine of +456.2849 (light) or +462.2987 (heavy) were allowed. MS2 spectra matches were assembled into protein identifications and filtered using DTASelect2.0. Quantification of L/H ratios were calculated using the cimage quantification package described previously.",2018-04-03,"[[""DOI:10.1038/s41589-018-0217-y"",""PMID:30718813""]]"
PXD010395,https://www.ebi.ac.uk/pride/ws/archive/project/PXD010395,Proteomic analysis identifies highly expressed plasma membrane proteins for detection and therapeutic targeting of specific breast cancer subtypes,"In recent years, there has been an emphasis on personalizing breast cancer treatment in order to avoid the debilitating side effects caused by broad-spectrum chemotherapeutic drug treatment. Development of personalized medicine requires the identification of proteins that are expressed by individual tumors. Herein, we reveal the identity of plasma membrane proteins that are overexpressed in estrogen receptor α-positive, HER2-positive, and triple negative breast cancer cells. The proteins we identified are involved in maintaining protein structure, intracellular homeostasis, and cellular architecture; enhancing cell proliferation and invasion; and influencing cell migration. These proteins may be useful for breast cancer detection and/or treatment.","[""Homo sapiens (Human)""]","[""cell culture""]","[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""}]","[""LTQ""]","[""Biomedical""]","[""Shotgun proteomics""]","[""Spectrum counting""]","Human, Breast Cancer, membrane","[7]. Protein and peptide identification were done with Integrated Proteomics Pipeline - IP2 (Integrated Proteomics Applications, San Diego, CA. http://www.integratedproteomics.com/). The tandem mass spectra were searched against a human protein database (UniprotKB, release 2013_10) with reversed sequences using ProLuCID (version 1.3.5) [8-10]. The search space included half and fully tryptic peptide candidates that fell within the mass tolerance window with no miscleavage constraint. Carbamidomethylation (+57.02146 Da) of cysteine was considered as a static modification. Data was filtered using DTASelect v2.0.49 with a protein false positive rate of 1%.",2018-07-12,"[[""DOI:10.1186/s12014-018-9206-0"",""PMID:30250408""]]"
PXD010222,https://www.ebi.ac.uk/pride/ws/archive/project/PXD010222,Chemical crosslinking mass spectrometry reveals the conformational landscape of the activation helix of PPARγ; a model for ligand-dependent antagonism,the project presents solution analysis of PPARγ H12 conformational mobility driven by pharmaceutically distinct compounds and sequence specific regulatory peptides by label-free quantitative cross-linking mass spectrometry. This study reveals a model of ligand-dependent antagonism of PPARγ by precisely characterizing H12 mobility as a function of ligand and peptide bound.,"[""Homo sapiens (Human)""]",,"[{""ptm"":""No PTMs are included in the dataset""}]","[""Q Exactive""]","[""Biological""]","[""Chemical cross-linking coupled with mass spectrometry proteomics""]",,XL-MS,"Plink2 software was used to analyze and identify the XL-peptides(Yang et al., 2012). The parameters for pLink2 search were as follows: three missed cleavage sites for trypsin/chymotrypsin per chain; peptide length 4 – 100 amino acid; pLink2 search results were filtered by requiring precursor tolerance (±10 p.p.m.) and fragment tolerance (±15 p.p.m.) and FDR below 5% was required for all identified XL-MS peaks. The ion intensities and peak areas of the crosslinked peptides from different experimental conditions were manually calculated and compared.",2018-06-26,"[[""DOI:10.1016/j.str.2018.07.007"",""PMID:30146169""]]"
PXD004195,https://www.ebi.ac.uk/pride/ws/archive/project/PXD004195,Proteomic and phosphoproteomic profiling of ErbB2-dependent signalling,"The mechanisms of ErbB2 signalling and the effects of its overexpression are not fully understood. Herein, SILAC expression profiling and phosphopeptide enrichment of a relevant, non-transformed, immortalized human mammary luminal epithelial cell model were used to profile ErbB2-dependent differences in protein expression and phosphorylation events triggered via EGFR (EGF treatment) and ErbB3 (HRGbeta1 treatment) in the context of ErbB2 overexpression. Bioinformatics analysis was used to infer changes in cellular processes and signalling events. We demonstrate the complexity of the responses to oncogene expression and growth factor signalling and identify protein changes relevant to ErbB2-dependent altered cellular phenotype, in particular cell cycle progression and hyper-proliferation, reduced adhesion and enhanced motility. Numerous novel sites of growth factor-regulated phosphorylation were also identified that were enhanced by ErbB2 overexpression and we putatively link these to altered cell behaviour. Moreover, we have defined a novel mechanism by which ErbB signalling suppresses basal interferon signalling that would promote the survival and proliferation of mammary luminal epithelial cells.","[""Homo sapiens (Human)""]","[""cell culture""]","[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""},{""ptm"":""phosphorylated residue"",""UNIMOD"":""21""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""},{""ptm"":""6x(13)C labeled residue"",""UNIMOD"":""188""},{""ptm"":""deamidated residue"",""UNIMOD"":""7""},{""ptm"":""carbamoylated residue"",""UNIMOD"":""5""},{""ptm"":""acetylated residue"",""UNIMOD"":""1""}]","[""LTQ Orbitrap""]","[""Biological""]","[""Shotgun proteomics""]","[""SILAC""]",ErbB2; breast cancer; LC-MS/MS; SILAC; phosphoproteomics,"Spectra were processed and analysed using MaxQuant V1.1.1.25 and searched against human IPI database V3.77 (89,422 sequences + 248 known contaminants) and a concatenated IPI database for determination of FDR using the Andromeda search engine. Search parameters were: MS tolerance 6 ppm, MS/MS tolerance 0.5Da, 2 missed cleavages, minimum peptide length 6 amino acids, fixed modification: carbamidomethylation of cysteine; variable modification: oxidation (M), acetylation (protein N-terminal), deamidation (Q/N), 13C6 lysine, 13C615N4 arginine and 13C515N1 proline. For the phosphopeptide analyses, 3 missed cleavages were permitted and the variable modifications carbamylation (peptide N-terminal) and phosphorylation (serine, threonine or tyrosine) were also included. Identified peptides were filtered with an FDR of 1% using the posterior error probability. Protein grouping was enabled. Proteins were required to contain at least two peptides, of which one was group unique. Peptide ratios were calculated as the median of all evidences of a SILAC peptide pair and were normalised to correct for unequal protein loading so that the median of the logarithmised ratios was 0. Protein ratios were calculated as the median of normalised razor and unique peptides and a minimum of 3 ratio counts were required for quantification. The significance of differential protein expression was determined using Perseus software V1.1.1.21. Proteins were accepted as being significantly up/down-regulated with a significance B value of <0.05. Phosphorylation sites were assigned with a modified version of the post-translational modification (PTM) score and filtered with a site FDR of 1%.",2016-05-23,"[[""PMID:28174229"",""DOI:10.1074/mcp.M116.061267""]]"
PXD008463,https://www.ebi.ac.uk/pride/ws/archive/project/PXD008463,Evaluation of scoring functions and peptide exposure by fractionation,"Evaluation of sensitivity and accuracy of widely used scoring functions Sequest, MaxQuant, Peaks, and Byonic. Spectra from E. coli were matched to human sequences, and human spectra from K052 cells were matched to A. loki sequences to determine specificity of matching and FDR estimation. A subsampling analysis of SCX-RP fractionation was performed.","[""Homo sapiens (Human)""]","[""cell suspension culture""]","[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""},{""ptm"":""deamidated residue"",""UNIMOD"":""7""}]","[""Orbitrap Fusion ETD""]","[""Technical""]","[""Shotgun proteomics""]",,algorithm benchmark proteogenomics Peaks Sequest Byonic MaxQuant,"Raw spectra were submitted to Sequest (with Percolator), Byonic, MaxQuant, and Peaks for peptide-spectral matching and target-decoy FDR estimation. Mass tolerance was set to 10 ppm for MS1 and 0.6 Da for MS2. Two missed cleavages were allowed, as well as variable oxidation of Met and deamidation of N residues. Cys carbamidomethylation was set as fixed modification. A concatenated database containing human protein sequences from UniProt and proteogenomic analysis, cRAP contaminant sequences, and A. loki database (UniProt) was used as target.",2017-12-15,
PXD008485,https://www.ebi.ac.uk/pride/ws/archive/project/PXD008485,"Comparative proteomic analyses of normal human retina, gliotic PVR retina and human Müller glia",This study has applied proteomic methodologies to compare protein expression profiles of gliotic and normal human retina as well as established human Müller stem cell lines. It is hoped that this investigation may provide insight into mechanisms of gliosis and also aid studies focusing on endogenous regeneration of the retina following disease or injury,"[""Homo sapiens (Human)""]","[""retina""]","[{""ptm"":""carbamoylated residue"",""UNIMOD"":""5""}]","[""Q-Tof Premier""]","[""Biomedical""]","[""MSE""]",,"human retina, gliosis, Muller glia","Proteins were identified using ProteinLynx Global Server (PLGS) 2.4 (Waters, UK) with a downloaded Uniprot reference proteome for homo sapiens with porcine trypsin (Accession: P00761) and yeast enolase (Accession:P00924) added. Proteins identified by 2 or more peptides were exported to Progenesis LC-MS (Non-linear Dynamics) for comparative analysis.",2017-12-18,"[[""DOI:10.1016/j.exer.2018.08.016"",""PMID:30176221""]]"
PXD009440,https://www.ebi.ac.uk/pride/ws/archive/project/PXD009440,Human Salivary Prolactine Inducible Protein (PIP),"In the HPLC high-resolution ESI-MS profiles of both multiple sclerosis subjects and healthy controls saliva samples three proteins, with exp. monoisotopic ion [M+H]+ at 13493.9 ± 0.2 m/z, 13696.9 ± 0.2 m/z (+203 Da, with respect to 13493.9), and 13843.1 ± 0.2 m/z (+147 Da, with respect to 13696.9) eluting between 37.8-38.2 minutes, were detected. The mass difference of 203 Da suggested that the protein with exp. monoisotopic [M+H]+ at 13696.9 ± 0.2 m/z could correspond to the N-acetylhexosamine (theor. monoisotopic ion at 203.1 m/z) derivative of the 13493.9 ± 0.2 m/z protein. On the other hand, the mass difference of 146 Da between the proteins with exp. monoisotopic [M+H]+ at 13843.1 ± 0.2 m/z and 13696.9 ± 0.2 m/z was in agreement with an additional deoxyhesose moiety (theor. monoisotopic ion at 146.1 m/z). Manual inspection of the high-resolution MS/MS spectra of the [M+10H]+10 ions at 1351.00, 1371.32 and 1386.11 m/z allowed to establish that the three proteins were different proteoforms of PIP with the N-terminal glutamine residue converted to pyro-glutamic acid and with two disulfide bonds, but not to assign the glycosylation site. The presence in the MS/MS spectra of low-molecular weight saccharide oxoniun ions at 204.087 and 138.106 m/z confirmed the presence of an N-acetylhexosamine moiety in the protein with [M+H]+ at 13696.9 ± 0.2 m/z.","[""Homo sapiens (Human)""]","[""saliva""]","[{""ptm"":""disulfide crosslinked residues"",""UNIMOD"":""55""},{""ptm"":""deoxyhexosylated"",""UNIMOD"":""40""},{""ptm"":""N-acetylhexosaminylated"",""UNIMOD"":""188#R""},{""ptm"":""2-pyrrolidone-5-carboxylic acid (Gln)"",""UNIMOD"":""28#Q""}]","[""LTQ Orbitrap Elite""]","[""Biomedical""]","[""Top-down proteomics""]","[""MS1 intensity based label-free quantification method""]","Human, saliva, LTQ Orbitrap","HPLC-ESI-MS and MS/MS data were generated by Xcalibur 2.2 SP1.48 (Thermo Fisher Scientific) using default parameters of the Xtract program for the deconvolution. In top-down experiments protein sequences and sites of covalent modifications were validated by manual inspection of the experimental fragmentation spectra against the theoretical ones generated by MS-Product software available at the ProteinProspector website (http://prospector.ucsf.edu/prospector/mshome.htm).  The relative abundance of the salivary proteins was determined by measuring the area of RP-HPLC low-resolution ESI-MS eXtracted Ion Current (XIC) peaks, considered when the S/N ratio was at least 5. This value is linearly proportional to the peptide concentration and it can be used to monitor relative abundances, under constant analytical conditions [36]. To determine reliable XIC peak area, the choice of m/z values of the protein of interest is relevant, in particular in crowded chromatographic where ESI spectra belonging to other proteins might share ions with the same m/z value. The window for all these values was in a range of ±0.5 m/z. In order to minimize errors associated with sample dilution, the XIC peak value of each protein/peptide analyzed was correct with respect to the XIC peak value of the leucine encephalin internal standard. Statistical analyses were performed with the software GraphPad Prism 6.0. Data distributions were tested for normality by D'Agostino-Pearson test. A comparison between multiple sclerosis subjects and healthy controls  was performed by using the following statistical tests depending on data distribution (normal or skewed), and variance (homogeneous or unequal): parametric t-test (variance homogeneous); t-test with Welch correction (normal distribution, variance unequal), and the nonparametric Mann-Whitney U-test (skewed distribution, variance unequal).",2018-04-09,"[[""DOI:10.1016/j.jprot.2018.07.019"",""PMID:30086402""]]"
PXD000742,https://www.ebi.ac.uk/pride/ws/archive/project/PXD000742,Caudate nucleus proteome -  Anatomo-proteomic characterization of human basal ganglia: focus on striatum and globus pallidus,"In order to analyse thecaudate nucleus proteome in a large-scale format, we used a multi-dimensional fractionation approach which combines isolation of anatomically-defined nuclei, and protein/peptide chromatographic  fractionation strategies coupled to mass spectrometry.","[""Homo sapiens (Human)""]","[""brain""]","[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""}]","[""Q TRAP""]",,"[""Shotgun proteomics""]",,"human, caudate nucleus, mass spectrometry","MS analysis was performed on a Q-TRAP 5500 system (ABSciex) with a NanoSpray® III ion source (ABSciex). The mass spectrometer was operated in positive ion mode at unit resolution. Each fraction was analyzed twice in technical replicates.  For MS/MS analysis, survey scans were acquired from m/z 400 to 1000 with up to 6 precursors selected for MS/MS from m/z 230 to 1000 using dynamic exclusion, and the rolling collision energy was used to promote fragmentation. MS/MS data acquisition was performed using Analyst 1.5.2 (AB Sciex) and spectra ﬁles were processed through Protein Pilot TM Software (v.4.0.8085-ABSciex) using ParagonTM Algorithm (v.4.0.0.0) for database search against the concatenated target-decoy UniProt human database (Database: uniprot_sprot_20100622). For each substructure, 82-86 runs were processed sequentially with output ﬁles for each individual fraction and a merged, non-redundant output ﬁle generated for protein identiﬁcations. To minimize the false positive identification of proteins, an unused ProtScore ≥ 2 (corresponding to 99% confidence) was used as the qualification criteria. False discovery rate (FDR) was performed using a non-lineal fitting method and displayed results were those reporting a protein level-FDR lower than 1%.",2014-02-06,"[[""DOI:10.1186/s13041-014-0083-9"",""PMID:25406675""]]"
PXD010025,https://www.ebi.ac.uk/pride/ws/archive/project/PXD010025,Identification of Missing Proteins in Human Olfactory Epithelial Tissue by Liquid Chromatography-Tandem Mass Spectrometry,"We performed proteomic analyses of human olfactory epithelial tissue to identify missing proteins using liquid chromatography-tandem mass spectrometry. Using a next-generation proteomic pipeline with a <1.0% false discovery rate at the peptide and protein levels, we identified 3,731 proteins, among which five were missing proteins (P0C7M7, P46721, P59826, Q658L1, and Q8N434). We validated the identified missing proteins using the corresponding synthetic peptides. We also identified 49 and 50 alternative splicing variants mapped at the neXtProt and GENCODE databases, respectively, and 2,000 additional single amino acid variants.","[""Homo sapiens (Human)""]","[""nasal epithelium""]","[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""}]","[""Orbitrap Fusion""]","[""Chromosome-centric Human Proteome Project (C-HPP)"",""Human Proteome Project""]","[""Shotgun proteomics"",""Gel-based experiment""]",,"Human, Olfactory Epithelial Tissue, Missing protein, LC-MS/MS","Briefly, 24 LC MS/MS raw files were converted into ms2 files using RawConverter (v. 1.1.0.18, The Scripps Research Institute, La Jolla, CA, USA). The Integrated Proteomic Pipeline (v. 4.1.2.4, The Scripps Research Institute) and ProteinInferencer (v. 1.0, The Scripps Research Institute) were used for proteomic data processing with <0.1% and <1% FDRs at the peptide-to-spectra match (PSM) level and a <1% FDR at the protein level.",2018-06-04,"[[""DOI:10.1021/acs.jproteome.8b00408"",""PMID:30113170""]]"
PXD006911,https://www.ebi.ac.uk/pride/ws/archive/project/PXD006911,myocardial tissue from atrial fibrillation patients,"Electrical and structural remodeling processes are contributors to the self-perpetuating nature of atrial fibrillation (AF). However, their correlation has not been clarified. In this study, human atrial tissues from the patients with rheumatic mitral valve disease in either sinus rhythm or persistent AF were analyzed using a combined transcriptomic and proteomic approach. An up-regulation in chloride intracellular channel (CLIC) 1, 4, 5 and a rise in type IV collagen were revealed. Combined with the results from immunohistochemistry and electron microscope analysis, the distribution of type IV collagen and effects of fibrosis on myocyte membrane indicated the possible interaction between CLIC and type IV collagen, confirmed by protein structure prediction and co-immunoprecipitation. These results indicate that CLICs play an important role in the development of atrial fibrillation and that CLICs and structural type IV collagen may interact on each other to promote the development of AF in rheumatic mitral valve disease.","[""Homo sapiens (Human)""]","[""heart""]","[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""}]","[""Q Exactive""]","[""Biomedical""]","[""Shotgun proteomics""]",,"human, heart, iTRAQ,","Raw data files acquired from the Orbitrap were converted into MGF files using Proteome Discoverer 1.2 (PD 1.2, Thermo),[5600 msconverter] and the MGF file were searched. Proteins identification were performed by using Mascot search engine (Matrix Science, London, UK;version 2.3.02). For protein identification, a mass tolerance was permitted for intact peptide masses and xx Da for fragmented ions, with allowance for one missed cleavages in the trypsin digests. Gln->pyro-Glu (N-term Q), Oxidation (M), Deamidated (NQ) as the potential variable modifications, and Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K) as fixed modifications. The charge states of peptides were set to +2 and +3. Specifically, an automatic decoy database search was performed in Mascot by choosing the decoy checkbox in which a random sequence of database is generated and tested for raw spectra as well as the real database. To reduce the probability of false peptide identification, only peptides at the 95% confidence interval by a Mascot probability analysis greater than “identity” were counted as identified. And each confident protein identification involve at least one unique peptide. For protein quantitation, it was required that a protein contains at least two unique spectra. The quantitative protein ratios were weighted and normalized by the median ratio in Mascot. We only used ratios with p-values < 0.05, and only fold changes of >1.2 were considered as significant.",2017-07-10,"[[""DOI:10.1038/s41598-017-10590-w"",""PMID:28860555""]]"
