PXD;RAW;cell;treated;comment
PXD009933;93_A3.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_A4.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_A5.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_A6.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_B1.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_B2.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_B3.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_B4.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_B5.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_B6.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_C1.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_C2.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_C3.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_C4.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_C5.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_C6.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_D1.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_D2.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_D3.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_D4.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_D5.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD009933;93_D6.raw;HDF;No;young, senescent, untreated or gammaT3-treated
PXD010538;160923_A12_FullProteome2_NOS_19_pellet_SF_B.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_19_pellet_SF_C.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_19_pellet_SF_DE.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_19_supernatant_SF_SCX12.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_19_supernatant_SF_SCX3.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_19_supernatant_SF_SCX4.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_19_supernatant_SF_SCX5.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_19_supernatant_SF_SCX6.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_20_pellet_SF_B.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_20_pellet_SF_C.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_20_pellet_SF_DE.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_20_supernatant_SF_SCX12.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_20_supernatant_SF_SCX3.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_20_supernatant_SF_SCX4.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_20_supernatant_SF_SCX5.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_20_supernatant_SF_SCX6.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_21_pellet_SF_B.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_21_pellet_SF_C.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_21_pellet_SF_DE.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_21_supernatant_SF_SCX12.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_21_supernatant_SF_SCX3.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_21_supernatant_SF_SCX4.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_21_supernatant_SF_SCX5.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_21_supernatant_SF_SCX6.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_22_pellet_SF_B.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_22_pellet_SF_C.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_22_pellet_SF_DE.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_22_supernatant_SF_SCX12.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_22_supernatant_SF_SCX3.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_22_supernatant_SF_SCX4.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_22_supernatant_SF_SCX5.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_22_supernatant_SF_SCX6.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_23_pellet_SF_B.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_23_pellet_SF_C.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_23_pellet_SF_DE.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_23_supernatant_SF_SCX12.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_23_supernatant_SF_SCX3.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_23_supernatant_SF_SCX4.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_23_supernatant_SF_SCX5.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_23_supernatant_SF_SCX6.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_24_pellet_SF_B.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_24_pellet_SF_C_161215184832.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_24_pellet_SF_DE.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_24_supernatant_SF_SCX12.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_24_supernatant_SF_SCX3.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_24_supernatant_SF_SCX4.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_24_supernatant_SF_SCX5.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_24_supernatant_SF_SCX6.raw;SH-SY5Y;serum-free starvation;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_25_pellet_Rapa_B.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_25_pellet_Rapa_C.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_25_pellet_Rapa_DE.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_25_supernatant_Rapa_SCX12.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_25_supernatant_Rapa_SCX3.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_25_supernatant_Rapa_SCX4.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_25_supernatant_Rapa_SCX5.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_25_supernatant_Rapa_SCX6.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_26_pellet_Rapa_B.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_26_pellet_Rapa_C.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_26_pellet_Rapa_DE.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_26_supernatant_Rapa_SCX12.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_26_supernatant_Rapa_SCX3.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_26_supernatant_Rapa_SCX4.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_26_supernatant_Rapa_SCX5.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_26_supernatant_Rapa_SCX6.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_27_pellet_Rapa_B.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_27_pellet_Rapa_C.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_27_pellet_Rapa_DE.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_27_supernatant_Rapa_SCX12.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_27_supernatant_Rapa_SCX3.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_27_supernatant_Rapa_SCX4.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_27_supernatant_Rapa_SCX5.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_27_supernatant_Rapa_SCX6.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_28_pellet_Rapa_B.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_28_pellet_Rapa_C.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_28_pellet_Rapa_DE.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_28_supernatant_Rapa_SCX12.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_28_supernatant_Rapa_SCX3.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_28_supernatant_Rapa_SCX4.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_28_supernatant_Rapa_SCX5.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_28_supernatant_Rapa_SCX6.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_29_pellet_Rapa_B.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_29_pellet_Rapa_C.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_29_pellet_Rapa_DE.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_29_supernatant_Rapa_SCX12.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_29_supernatant_Rapa_SCX3.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_29_supernatant_Rapa_SCX4.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_29_supernatant_Rapa_SCX5.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_29_supernatant_Rapa_SCX6.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_30_pellet_Rapa_B.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_30_pellet_Rapa_C.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_30_pellet_Rapa_DE.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_30_supernatant_Rapa_SCX12.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_30_supernatant_Rapa_SCX3.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_30_supernatant_Rapa_SCX4.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_30_supernatant_Rapa_SCX5.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_30_supernatant_Rapa_SCX6.raw;SH-SY5Y;rapamycin;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_31_pellet_DMSO_B.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_31_pellet_DMSO_C.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_31_pellet_DMSO_DE.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_31_supernatant_DMSO_SCX12.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_31_supernatant_DMSO_SCX3.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_31_supernatant_DMSO_SCX4.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_31_supernatant_DMSO_SCX5.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_31_supernatant_DMSO_SCX6.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_32_pellet_DMSO_B.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_32_pellet_DMSO_C.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_32_pellet_DMSO_DE.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_32_supernatant_DMSO_SCX12.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_32_supernatant_DMSO_SCX3.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_32_supernatant_DMSO_SCX4.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_32_supernatant_DMSO_SCX5.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_32_supernatant_DMSO_SCX6.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_33_pellet_DMSO_B.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_33_pellet_DMSO_C.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_33_pellet_DMSO_DE.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_33_supernatant_DMSO_SCX12.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_33_supernatant_DMSO_SCX3.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_33_supernatant_DMSO_SCX4.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_33_supernatant_DMSO_SCX5.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_33_supernatant_DMSO_SCX6.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_34_pellet_DMSO_B.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_34_pellet_DMSO_C.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_34_pellet_DMSO_DE.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_34_supernatant_DMSO_SCX12.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_34_supernatant_DMSO_SCX3.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_34_supernatant_DMSO_SCX4.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_34_supernatant_DMSO_SCX5.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_34_supernatant_DMSO_SCX6.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_35_pellet_DMSO_B.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_35_pellet_DMSO_C.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_35_pellet_DMSO_DE.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_35_supernatant_DMSO_SCX12.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_35_supernatant_DMSO_SCX3.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_35_supernatant_DMSO_SCX4.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_35_supernatant_DMSO_SCX5.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_35_supernatant_DMSO_SCX6.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_36_pellet_DMSO_B.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_36_pellet_DMSO_C.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_36_pellet_DMSO_DE.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_36_supernatant_DMSO_SCX12.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_36_supernatant_DMSO_SCX3.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_36_supernatant_DMSO_SCX4.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_36_supernatant_DMSO_SCX5.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_NOS_36_supernatant_DMSO_SCX6.raw;SH-SY5Y;No;transduced with NOS1
PXD010538;160923_A12_FullProteome2_WT_1_pellet_SF_B.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_1_pellet_SF_C.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_1_pellet_SF_DE.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_1_supernatant_SF_SCX12.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_1_supernatant_SF_SCX3.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_1_supernatant_SF_SCX4.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_1_supernatant_SF_SCX5.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_1_supernatant_SF_SCX6.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_10_pellet_Rapa_B.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_10_pellet_Rapa_C.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_10_pellet_Rapa_DE.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_10_supernatant_Rapa_SCX12.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_10_supernatant_Rapa_SCX3.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_10_supernatant_Rapa_SCX4.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_10_supernatant_Rapa_SCX5.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_10_supernatant_Rapa_SCX6.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_11_pellet_Rapa_B.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_11_pellet_Rapa_C.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_11_pellet_Rapa_DE.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_11_supernatant_Rapa_SCX12.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_11_supernatant_Rapa_SCX3.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_11_supernatant_Rapa_SCX4.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_11_supernatant_Rapa_SCX5.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_11_supernatant_Rapa_SCX6.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_12_pellet_Rapa_B.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_12_pellet_Rapa_C.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_12_pellet_Rapa_DE.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_12_supernatant_Rapa_SCX12.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_12_supernatant_Rapa_SCX3.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_12_supernatant_Rapa_SCX4.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_12_supernatant_Rapa_SCX5.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_12_supernatant_Rapa_SCX6.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_13_pellet_DMSO_B.raw;SH-SY5Y;No;
PXD010538;160923_A12_FullProteome2_WT_13_pellet_DMSO_C.raw;SH-SY5Y;No;
PXD010538;160923_A12_FullProteome2_WT_13_pellet_DMSO_DE.raw;SH-SY5Y;No;
PXD010538;160923_A12_FullProteome2_WT_13_supernatant_DMSO_SCX12.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_13_supernatant_DMSO_SCX3.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_13_supernatant_DMSO_SCX4.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_13_supernatant_DMSO_SCX5.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_13_supernatant_DMSO_SCX6.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_14_pellet_DMSO_B.raw;SH-SY5Y;No;
PXD010538;160923_A12_FullProteome2_WT_14_pellet_DMSO_C.raw;SH-SY5Y;No;
PXD010538;160923_A12_FullProteome2_WT_14_pellet_DMSO_DE.raw;SH-SY5Y;No;
PXD010538;160923_A12_FullProteome2_WT_14_supernatant_DMSO_SCX12.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_14_supernatant_DMSO_SCX3.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_14_supernatant_DMSO_SCX4.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_14_supernatant_DMSO_SCX5.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_14_supernatant_DMSO_SCX6.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_15_pellet_DMSO_B.raw;SH-SY5Y;No;
PXD010538;160923_A12_FullProteome2_WT_15_pellet_DMSO_C.raw;SH-SY5Y;No;
PXD010538;160923_A12_FullProteome2_WT_15_pellet_DMSO_DE.raw;SH-SY5Y;No;
PXD010538;160923_A12_FullProteome2_WT_15_supernatant_DMSO_SCX12.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_15_supernatant_DMSO_SCX3.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_15_supernatant_DMSO_SCX4.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_15_supernatant_DMSO_SCX5.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_15_supernatant_DMSO_SCX6.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_16_pellet_DMSO_B.raw;SH-SY5Y;No;
PXD010538;160923_A12_FullProteome2_WT_16_pellet_DMSO_C.raw;SH-SY5Y;No;
PXD010538;160923_A12_FullProteome2_WT_16_pellet_DMSO_DE.raw;SH-SY5Y;No;
PXD010538;160923_A12_FullProteome2_WT_16_supernatant_DMSO_SCX12.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_16_supernatant_DMSO_SCX3.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_16_supernatant_DMSO_SCX4.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_16_supernatant_DMSO_SCX5.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_16_supernatant_DMSO_SCX6.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_17_pellet_DMSO_B.raw;SH-SY5Y;No;
PXD010538;160923_A12_FullProteome2_WT_17_pellet_DMSO_C.raw;SH-SY5Y;No;
PXD010538;160923_A12_FullProteome2_WT_17_pellet_DMSO_DE.raw;SH-SY5Y;No;
PXD010538;160923_A12_FullProteome2_WT_17_supernatant_DMSO_SCX12.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_17_supernatant_DMSO_SCX3.raw;SH-SY5Y;No;supernatant
