"Mouse orthology confidence [0 low, 1 high]",Mouse protein or transcript stable ID,%id. target Mouse gene identical to query gene,Protein stable ID
1,ENSMUSP00000027956,88.5366,ENSP00000319208
1,ENSMUSP00000043222,86.8313,ENSP00000276055
1,ENSMUSP00000139402,96.347,ENSP00000483631
1,ENSMUSP00000111412,97.1814,ENSP00000365256
1,ENSMUSP00000111412,97.1814,ENSP00000365259
1,ENSMUSP00000111412,97.1814,ENSP00000365276
1,ENSMUSP00000111412,97.1814,ENSP00000496632
1,ENSMUSP00000111412,97.1814,ENSP00000304257
1,ENSMUSP00000154392,81.8182,ENSP00000367453
1,ENSMUSP00000050992,75.9717,ENSP00000367445
1,ENSMUSP00000050992,75.9717,ENSP00000367444
1,ENSMUSP00000050992,75.9717,ENSP00000367439
1,ENSMUSP00000050992,75.9717,ENSP00000478982
1,ENSMUSP00000157708,94.7977,ENSP00000291554
1,ENSMUSP00000025396,64.1618,ENSP00000256852
1,ENSMUSP00000025396,64.1618,ENSP00000334813
1,ENSMUSP00000157323,50.0577,ENSP00000372576
1,ENSMUSP00000157323,50.0577,ENSP00000300227
1,ENSMUSP00000157323,50.0577,ENSP00000462370
1,ENSMUSP00000157323,50.0577,ENSP00000385591
1,ENSMUSP00000014684,99.5833,ENSP00000418705
1,ENSMUSP00000014684,99.5833,ENSP00000420672
1,ENSMUSP00000014684,99.5833,ENSP00000369629
1,ENSMUSP00000014684,99.5833,ENSP00000291552
1,ENSMUSP00000022704,95.4887,ENSP00000367811
1,ENSMUSP00000022704,95.4887,ENSP00000497221
1,ENSMUSP00000033380,97.5806,ENSP00000405798
1,ENSMUSP00000033380,97.5806,ENSP00000349762
1,ENSMUSP00000033380,97.5806,ENSP00000429751
1,ENSMUSP00000033380,97.5806,ENSP00000276052
1,ENSMUSP00000128509,88.6978,ENSP00000412943
1,ENSMUSP00000128509,88.6978,ENSP00000348299
1,ENSMUSP00000128509,88.6978,ENSP00000367424
1,ENSMUSP00000128509,88.6978,ENSP00000399206
1,ENSMUSP00000089079,94.514,ENSP00000350032
1,ENSMUSP00000055327,71.3235,ENSP00000353661
1,ENSMUSP00000055327,71.3235,ENSP00000324191
1,ENSMUSP00000156723,76.8182,ENSP00000382163
1,ENSMUSP00000156723,76.8182,ENSP00000382161
1,ENSMUSP00000156723,76.8182,ENSP00000329189
1,ENSMUSP00000156723,76.8182,ENSP00000382159
1,ENSMUSP00000156723,76.8182,ENSP00000382158
1,ENSMUSP00000022499,79.4872,ENSP00000389877
1,ENSMUSP00000022499,79.4872,ENSP00000337623
1,ENSMUSP00000028045,82.0055,ENSP00000455897
1,ENSMUSP00000158934,100,ENSP00000366487
1,ENSMUSP00000115320,100,ENSP00000269601
1,ENSMUSP00000023687,58.1602,ENSP00000290219
1,ENSMUSP00000089009,69.9144,ENSP00000367064
1,ENSMUSP00000001989,95.4631,ENSP00000366568
1,ENSMUSP00000001989,95.4631,ENSP00000338413
1,ENSMUSP00000132288,72.4227,ENSP00000371373
1,ENSMUSP00000132288,72.4227,ENSP00000320303
1,ENSMUSP00000132288,72.4227,ENSP00000385777
1,ENSMUSP00000132288,72.4227,ENSP00000479716
1,ENSMUSP00000101050,57.6988,ENSP00000308895
1,ENSMUSP00000101050,57.6988,ENSP00000369347
1,ENSMUSP00000101050,57.6988,ENSP00000498221
1,ENSMUSP00000101050,57.6988,ENSP00000441772
1,ENSMUSP00000028062,97.4249,ENSP00000446007
1,ENSMUSP00000028062,97.4249,ENSP00000224237
1,ENSMUSP00000046185,71.7105,ENSP00000372025
1,ENSMUSP00000046185,71.7105,ENSP00000348273
1,ENSMUSP00000046185,71.7105,ENSP00000380964
1,ENSMUSP00000046185,71.7105,ENSP00000380963
1,ENSMUSP00000046185,71.7105,ENSP00000352667
1,ENSMUSP00000046185,71.7105,ENSP00000462223
1,ENSMUSP00000046185,71.7105,ENSP00000380961
1,ENSMUSP00000046185,71.7105,ENSP00000380958
1,ENSMUSP00000044603,95.7055,ENSP00000353824
1,ENSMUSP00000072538,76.7737,ENSP00000498485
1,ENSMUSP00000072538,76.7737,ENSP00000347665
1,ENSMUSP00000072538,76.7737,ENSP00000352798
1,ENSMUSP00000131457,77.5641,ENSP00000345895
0,ENSMUSP00000087515,54.2735,ENSP00000345895
1,ENSMUSP00000131457,77.5641,ENSP00000385555
0,ENSMUSP00000087515,54.2735,ENSP00000385555
1,ENSMUSP00000131457,77.5641,ENSP00000379403
0,ENSMUSP00000087515,54.2735,ENSP00000379403
1,ENSMUSP00000114572,80.8184,ENSP00000367030
1,ENSMUSP00000114572,80.8184,ENSP00000417594
0,ENSMUSP00000087292,50.3086,ENSP00000382870
0,ENSMUSP00000087292,50.3086,ENSP00000382869
0,ENSMUSP00000087292,50.3086,ENSP00000382871
0,ENSMUSP00000087292,50.3086,ENSP00000382867
1,ENSMUSP00000077978,91.2821,ENSP00000391524
1,ENSMUSP00000023832,88.2943,ENSP00000253303
1,ENSMUSP00000023832,88.2943,ENSP00000338400
1,ENSMUSP00000023832,88.2943,ENSP00000380365
1,ENSMUSP00000023832,88.2943,ENSP00000406568
1,ENSMUSP00000132450,82.3158,ENSP00000252934
1,ENSMUSP00000132450,82.3158,ENSP00000370449
1,ENSMUSP00000038964,94.9045,ENSP00000365950
1,ENSMUSP00000038964,94.9045,ENSP00000365946
1,ENSMUSP00000056188,99.6078,ENSP00000298943
1,ENSMUSP00000056188,99.6078,ENSP00000480149
0,ENSMUSP00000028105,95.5056,ENSP00000277632
1,ENSMUSP00000039443,98.0856,ENSP00000368666
1,ENSMUSP00000154985,92.437,ENSP00000216214
1,ENSMUSP00000154985,92.437,ENSP00000395892
1,ENSMUSP00000033723,83.2386,ENSP00000369500
1,ENSMUSP00000126629,80.9114,ENSP00000394757
1,ENSMUSP00000110287,82.9128,ENSP00000298032
1,ENSMUSP00000110287,82.9128,ENSP00000386943
1,ENSMUSP00000110287,82.9128,ENSP00000387288
1,ENSMUSP00000072682,79.79,ENSP00000216241
1,ENSMUSP00000049975,72.4605,ENSP00000480991
1,ENSMUSP00000049975,72.4605,ENSP00000462852
1,ENSMUSP00000049975,72.4605,ENSP00000464655
1,ENSMUSP00000143726,95.9375,ENSP00000369332
1,ENSMUSP00000143726,95.9375,ENSP00000485244
1,ENSMUSP00000143726,95.9375,ENSP00000369325
1,ENSMUSP00000105007,95.2741,ENSP00000216267
1,ENSMUSP00000105007,95.2741,ENSP00000384076
1,ENSMUSP00000105007,95.2741,ENSP00000385858
1,ENSMUSP00000105007,95.2741,ENSP00000410042
1,ENSMUSP00000155878,76.5957,ENSP00000350673
1,ENSMUSP00000155878,76.5957,ENSP00000381642
1,ENSMUSP00000155878,76.5957,ENSP00000381646
1,ENSMUSP00000057253,83.3333,ENSP00000466317
1,ENSMUSP00000057253,83.3333,ENSP00000331577
1,ENSMUSP00000057253,83.3333,ENSP00000261333
1,ENSMUSP00000057253,83.3333,ENSP00000466760
1,ENSMUSP00000023068,83.3198,ENSP00000350036
1,ENSMUSP00000023068,83.3198,ENSP00000385902
1,ENSMUSP00000043957,76.2276,ENSP00000374309
1,ENSMUSP00000023610,81.696,ENSP00000284984
1,ENSMUSP00000067053,98.4375,ENSP00000320508
1,ENSMUSP00000067053,98.4375,ENSP00000427755
1,ENSMUSP00000067053,98.4375,ENSP00000266252
1,ENSMUSP00000047681,73.0769,ENSP00000481212
1,ENSMUSP00000047681,73.0769,ENSP00000280057
1,ENSMUSP00000047681,73.0769,ENSP00000324625
0,ENSMUSP00000025940,83.4835,ENSP00000371572
1,ENSMUSP00000129513,90.2132,ENSP00000384570
1,ENSMUSP00000129513,90.2132,ENSP00000385799
1,ENSMUSP00000129513,90.2132,ENSP00000251973
1,ENSMUSP00000114116,56.3863,ENSP00000437289
1,ENSMUSP00000114116,56.3863,ENSP00000344616
1,ENSMUSP00000097150,68.2403,ENSP00000290130
1,ENSMUSP00000016279,82.716,ENSP00000369473
1,ENSMUSP00000016279,82.716,ENSP00000369484
1,ENSMUSP00000016279,82.716,ENSP00000483310
1,ENSMUSP00000016279,82.716,ENSP00000369476
1,ENSMUSP00000050592,72.96,ENSP00000334675
0,ENSMUSP00000043890,47.093,ENSP00000382684
0,ENSMUSP00000043890,47.093,ENSP00000306697
0,ENSMUSP00000043890,47.093,ENSP00000343661
0,ENSMUSP00000100072,95.1219,ENSP00000365160
0,ENSMUSP00000100071,95.1219,ENSP00000365160
1,ENSMUSP00000126061,74.2718,ENSP00000328671
1,ENSMUSP00000126061,74.2718,ENSP00000381266
1,ENSMUSP00000108090,70.5045,ENSP00000368972
1,ENSMUSP00000108090,70.5045,ENSP00000368964
1,ENSMUSP00000108090,70.5045,ENSP00000388239
1,ENSMUSP00000108090,70.5045,ENSP00000413301
1,ENSMUSP00000099411,84.1339,ENSP00000355330
1,ENSMUSP00000147687,82.0946,ENSP00000372720
1,ENSMUSP00000147687,82.0946,ENSP00000437280
1,ENSMUSP00000147687,82.0946,ENSP00000431584
1,ENSMUSP00000029316,92.029,ENSP00000374354
1,ENSMUSP00000118416,82.963,ENSP00000360715
1,ENSMUSP00000006587,92.2222,ENSP00000360715
1,ENSMUSP00000118416,82.963,ENSP00000360713
1,ENSMUSP00000006587,92.2222,ENSP00000360713
0,ENSMUSP00000051438,84.3521,ENSP00000371586
0,ENSMUSP00000124923,81.4181,ENSP00000371586
0,ENSMUSP00000051438,84.3521,ENSP00000391739
0,ENSMUSP00000124923,81.4181,ENSP00000391739
0,ENSMUSP00000051438,84.3521,ENSP00000266095
0,ENSMUSP00000124923,81.4181,ENSP00000266095
0,ENSMUSP00000049000,48.4144,ENSP00000342895
0,ENSMUSP00000049000,48.4144,ENSP00000346196
1,ENSMUSP00000111339,93.1034,ENSP00000469842
1,ENSMUSP00000111339,93.1034,ENSP00000365606
1,ENSMUSP00000121233,82.8996,ENSP00000363858
1,ENSMUSP00000121233,82.8996,ENSP00000393538
1,ENSMUSP00000121233,82.8996,ENSP00000346804
1,ENSMUSP00000121233,82.8996,ENSP00000419924
1,ENSMUSP00000121233,82.8996,ENSP00000265372
1,ENSMUSP00000121233,82.8996,ENSP00000337138
1,ENSMUSP00000121233,82.8996,ENSP00000363866
1,ENSMUSP00000121233,82.8996,ENSP00000420511
1,ENSMUSP00000121233,82.8996,ENSP00000345384
1,ENSMUSP00000121233,82.8996,ENSP00000354593
1,ENSMUSP00000121233,82.8996,ENSP00000379225
1,ENSMUSP00000121233,82.8996,ENSP00000418336
1,ENSMUSP00000121233,82.8996,ENSP00000341875
1,ENSMUSP00000121233,82.8996,ENSP00000417807
1,ENSMUSP00000121233,82.8996,ENSP00000420681
1,ENSMUSP00000121233,82.8996,ENSP00000417460
1,ENSMUSP00000121233,82.8996,ENSP00000349387
1,ENSMUSP00000121233,82.8996,ENSP00000419075
1,ENSMUSP00000121233,82.8996,ENSP00000417562
1,ENSMUSP00000121233,82.8996,ENSP00000419810
1,ENSMUSP00000121233,82.8996,ENSP00000417327
1,ENSMUSP00000121233,82.8996,ENSP00000363860
1,ENSMUSP00000121233,82.8996,ENSP00000409220
1,ENSMUSP00000096672,75.6842,ENSP00000045083
1,ENSMUSP00000009120,96.0352,ENSP00000346886
1,ENSMUSP00000009120,96.0352,ENSP00000382948
1,ENSMUSP00000143750,88.5751,ENSP00000218894
1,ENSMUSP00000143750,88.5751,ENSP00000353388
1,ENSMUSP00000143750,88.5751,ENSP00000417510
1,ENSMUSP00000143750,88.5751,ENSP00000348512
1,ENSMUSP00000143750,88.5751,ENSP00000419754
1,ENSMUSP00000057095,84.6154,ENSP00000289431
1,ENSMUSP00000057095,84.6154,ENSP00000416799
1,ENSMUSP00000038203,82.8678,ENSP00000216264
1,ENSMUSP00000029183,77.094,ENSP00000481465
0,ENSMUSP00000031555,88.6544,ENSP00000385764
0,ENSMUSP00000031555,88.6544,ENSP00000384786
0,ENSMUSP00000031555,88.6544,ENSP00000222725
0,ENSMUSP00000031555,88.6544,ENSP00000352579
0,ENSMUSP00000031555,88.6544,ENSP00000343095
1,ENSMUSP00000099373,69.5588,ENSP00000255129
1,ENSMUSP00000023670,57.7259,ENSP00000290332
1,ENSMUSP00000023670,57.7259,ENSP00000353959
1,ENSMUSP00000109547,90.2985,ENSP00000353719
1,ENSMUSP00000109547,90.2985,ENSP00000420037
1,ENSMUSP00000109547,90.2985,ENSP00000382053
1,ENSMUSP00000109547,90.2985,ENSP00000382054
1,ENSMUSP00000109547,90.2985,ENSP00000382049
1,ENSMUSP00000105111,97.3226,ENSP00000380235
1,ENSMUSP00000105111,97.3226,ENSP00000262879
1,ENSMUSP00000105111,97.3226,ENSP00000380233
1,ENSMUSP00000134067,85.3107,ENSP00000314480
1,ENSMUSP00000159040,82.0647,ENSP00000352051
1,ENSMUSP00000159040,82.0647,ENSP00000379090
1,ENSMUSP00000159040,82.0647,ENSP00000379093
1,ENSMUSP00000159040,82.0647,ENSP00000216061
1,ENSMUSP00000159040,82.0647,ENSP00000478417
1,ENSMUSP00000157109,78.5714,ENSP00000350967
1,ENSMUSP00000157109,78.5714,ENSP00000257191
1,ENSMUSP00000157109,78.5714,ENSP00000414851
1,ENSMUSP00000157109,78.5714,ENSP00000391202
1,ENSMUSP00000157109,78.5714,ENSP00000443555
1,ENSMUSP00000157109,78.5714,ENSP00000316051
1,ENSMUSP00000157109,78.5714,ENSP00000443800
1,ENSMUSP00000026976,95.107,ENSP00000265857
1,ENSMUSP00000026976,95.107,ENSP00000385646
1,ENSMUSP00000048849,84.5528,ENSP00000290310
0,ENSMUSP00000076435,57.3503,ENSP00000482040
0,ENSMUSP00000076435,57.3503,ENSP00000484403
0,ENSMUSP00000076435,57.3503,ENSP00000482488
0,ENSMUSP00000076435,57.3503,ENSP00000483087
1,ENSMUSP00000143789,90.3196,ENSP00000385722
1,ENSMUSP00000108333,95.5414,ENSP00000364145
1,ENSMUSP00000108333,95.5414,ENSP00000444074
1,ENSMUSP00000137099,71.2446,ENSP00000492766
1,ENSMUSP00000082910,80.3721,ENSP00000382492
1,ENSMUSP00000113308,93.669,ENSP00000501504
1,ENSMUSP00000113308,93.669,ENSP00000501530
1,ENSMUSP00000113308,93.669,ENSP00000501426
1,ENSMUSP00000113308,93.669,ENSP00000349903
1,ENSMUSP00000098056,81.746,ENSP00000199389
1,ENSMUSP00000029196,77.4492,ENSP00000352216
0,ENSMUSP00000109240,32.9114,ENSP00000489894
0,ENSMUSP00000109232,34.1772,ENSP00000489894
0,ENSMUSP00000113259,53.5565,ENSP00000331845
1,ENSMUSP00000033519,89.6552,ENSP00000367841
1,ENSMUSP00000038870,91.3265,ENSP00000383889
1,ENSMUSP00000038870,91.3265,ENSP00000346508
1,ENSMUSP00000147093,93.7063,ENSP00000360806
1,ENSMUSP00000147093,93.7063,ENSP00000489193
1,ENSMUSP00000069947,92.887,ENSP00000340434
1,ENSMUSP00000050962,78.2201,ENSP00000351327
1,ENSMUSP00000050962,78.2201,ENSP00000365232
1,ENSMUSP00000048326,73.3333,ENSP00000361952
1,ENSMUSP00000023044,80,ENSP00000330432
1,ENSMUSP00000023044,80,ENSP00000476600
1,ENSMUSP00000066864,92.6329,ENSP00000437790
1,ENSMUSP00000078910,76.5517,ENSP00000314619
1,ENSMUSP00000005860,87.2727,ENSP00000400247
1,ENSMUSP00000005860,87.2727,ENSP00000216200
1,ENSMUSP00000029213,59.0106,ENSP00000279028
1,ENSMUSP00000104837,89.9123,ENSP00000244061
1,ENSMUSP00000119875,77.4942,ENSP00000265849
0,ENSMUSP00000132104,12.413,ENSP00000265849
1,ENSMUSP00000119875,77.4942,ENSP00000494497
0,ENSMUSP00000132104,12.413,ENSP00000494497
1,ENSMUSP00000119875,77.4942,ENSP00000371758
0,ENSMUSP00000132104,12.413,ENSP00000371758
1,ENSMUSP00000123935,79.0984,ENSP00000333813
1,ENSMUSP00000053447,67.1739,ENSP00000343331
1,ENSMUSP00000048562,96.4509,ENSP00000380746
1,ENSMUSP00000048562,96.4509,ENSP00000455217
1,ENSMUSP00000048562,96.4509,ENSP00000318674
1,ENSMUSP00000033498,95.9302,ENSP00000477073
1,ENSMUSP00000033498,95.9302,ENSP00000365766
1,ENSMUSP00000033498,95.9302,ENSP00000379999
1,ENSMUSP00000158324,52.0833,ENSP00000280200
1,ENSMUSP00000158324,52.0833,ENSP00000461947
1,ENSMUSP00000141924,81.2367,ENSP00000366519
1,ENSMUSP00000104923,95.0685,ENSP00000439974
1,ENSMUSP00000104923,95.0685,ENSP00000361301
1,ENSMUSP00000104923,95.0685,ENSP00000361304
1,ENSMUSP00000104923,95.0685,ENSP00000243896
1,ENSMUSP00000104923,95.0685,ENSP00000318960
1,ENSMUSP00000127546,99.2883,ENSP00000248139
1,ENSMUSP00000127546,99.2883,ENSP00000445050
1,ENSMUSP00000127546,99.2883,ENSP00000438492
1,ENSMUSP00000127546,99.2883,ENSP00000438382
1,ENSMUSP00000105049,92.3077,ENSP00000385523
1,ENSMUSP00000105049,92.3077,ENSP00000385246
1,ENSMUSP00000105049,92.3077,ENSP00000262735
1,ENSMUSP00000006912,98.0296,ENSP00000365757
1,ENSMUSP00000006912,98.0296,ENSP00000442098
0,ENSMUSP00000051521,43.3584,ENSP00000363869
0,ENSMUSP00000051521,43.3584,ENSP00000394143
0,ENSMUSP00000051521,43.3584,ENSP00000411581
1,ENSMUSP00000157304,86.2069,ENSP00000217740
0,ENSMUSP00000109887,67.2598,ENSP00000383421
0,ENSMUSP00000006742,82.6621,ENSP00000242839
0,ENSMUSP00000006742,82.6621,ENSP00000383217
0,ENSMUSP00000006742,82.6621,ENSP00000342559
1,ENSMUSP00000009727,94.4206,ENSP00000318845
1,ENSMUSP00000009727,94.4206,ENSP00000332287
1,ENSMUSP00000009727,94.4206,ENSP00000370946
1,ENSMUSP00000139638,87.4329,ENSP00000492233
1,ENSMUSP00000139638,87.4329,ENSP00000491628
1,ENSMUSP00000139638,87.4329,ENSP00000350263
1,ENSMUSP00000139638,87.4329,ENSP00000491525
1,ENSMUSP00000139638,87.4329,ENSP00000383188
1,ENSMUSP00000139638,87.4329,ENSP00000492592
1,ENSMUSP00000139638,87.4329,ENSP00000492051
1,ENSMUSP00000049186,75.6098,ENSP00000248114
1,ENSMUSP00000041236,100,ENSP00000363972
1,ENSMUSP00000041236,100,ENSP00000338650
1,ENSMUSP00000041236,100,ENSP00000399126
1,ENSMUSP00000039301,98.1714,ENSP00000339881
1,ENSMUSP00000039301,98.1714,ENSP00000384088
0,ENSMUSP00000058720,45.6364,ENSP00000501139
1,ENSMUSP00000024704,67.8571,ENSP00000380159
1,ENSMUSP00000024704,67.8571,ENSP00000293981
1,ENSMUSP00000048817,90.6582,ENSP00000285667
1,ENSMUSP00000111042,82.017,ENSP00000481850
1,ENSMUSP00000111042,82.017,ENSP00000479377
1,ENSMUSP00000148791,79.4922,ENSP00000384772
1,ENSMUSP00000148791,79.4922,ENSP00000354185
1,ENSMUSP00000148791,79.4922,ENSP00000248933
1,ENSMUSP00000148791,79.4922,ENSP00000485720
1,ENSMUSP00000148791,79.4922,ENSP00000342661
1,ENSMUSP00000023630,85.0694,ENSP00000329915
1,ENSMUSP00000023630,85.0694,ENSP00000370286
0,ENSMUSP00000093984,51.7685,ENSP00000427329
1,ENSMUSP00000072274,95.3168,ENSP00000330320
0,ENSMUSP00000098074,73.5688,ENSP00000339637
1,ENSMUSP00000116869,71.475,ENSP00000412763
1,ENSMUSP00000097101,77.7435,ENSP00000330753
1,ENSMUSP00000097101,77.7435,ENSP00000344333
1,ENSMUSP00000097101,77.7435,ENSP00000370178
1,ENSMUSP00000097101,77.7435,ENSP00000342106
1,ENSMUSP00000043587,97.6974,ENSP00000262041
1,ENSMUSP00000033502,85.9564,ENSP00000365858
1,ENSMUSP00000033502,85.9564,ENSP00000498550
0,ENSMUSP00000026972,86.4726,ENSP00000322323
1,ENSMUSP00000154338,91.5329,ENSP00000219476
1,ENSMUSP00000154338,91.5329,ENSP00000371978
1,ENSMUSP00000154338,91.5329,ENSP00000494514
1,ENSMUSP00000154338,91.5329,ENSP00000384468
1,ENSMUSP00000154338,91.5329,ENSP00000399232
1,ENSMUSP00000154338,91.5329,ENSP00000344383
1,ENSMUSP00000154338,91.5329,ENSP00000496262
1,ENSMUSP00000003509,82.6633,ENSP00000366827
0,ENSMUSP00000057157,92.2374,ENSP00000343706
1,ENSMUSP00000072616,87.7217,ENSP00000328720
1,ENSMUSP00000028123,95.7265,ENSP00000365437
1,ENSMUSP00000028123,95.7265,ENSP00000259271
1,ENSMUSP00000109339,81.7448,ENSP00000363417
1,ENSMUSP00000109339,81.7448,ENSP00000298085
1,ENSMUSP00000041202,93.4256,ENSP00000363615
1,ENSMUSP00000041202,93.4256,ENSP00000363616
1,ENSMUSP00000123079,75.5311,ENSP00000477515
1,ENSMUSP00000069230,63.4021,ENSP00000350011
1,ENSMUSP00000069230,63.4021,ENSP00000380286
1,ENSMUSP00000069230,63.4021,ENSP00000380288
0,ENSMUSP00000037447,94.8375,ENSP00000258796
0,ENSMUSP00000037447,94.8375,ENSP00000385316
0,ENSMUSP00000037447,94.8375,ENSP00000385015
1,ENSMUSP00000033749,95.5172,ENSP00000369785
1,ENSMUSP00000033749,95.5172,ENSP00000369786
1,ENSMUSP00000028915,90.8602,ENSP00000336866
1,ENSMUSP00000078718,88.9205,ENSP00000364946
1,ENSMUSP00000078718,88.9205,ENSP00000400896
1,ENSMUSP00000085416,82.7247,ENSP00000361073
1,ENSMUSP00000085416,82.7247,ENSP00000361066
1,ENSMUSP00000085416,82.7247,ENSP00000361065
1,ENSMUSP00000041210,80.1347,ENSP00000363851
1,ENSMUSP00000041210,80.1347,ENSP00000253392
1,ENSMUSP00000041210,80.1347,ENSP00000379365
1,ENSMUSP00000041210,80.1347,ENSP00000415242
1,ENSMUSP00000098286,80.1865,ENSP00000463051
1,ENSMUSP00000016781,80.6452,ENSP00000343593
1,ENSMUSP00000016781,80.6452,ENSP00000393541
1,ENSMUSP00000109108,87.5371,ENSP00000362401
1,ENSMUSP00000109108,87.5371,ENSP00000478492
1,ENSMUSP00000031613,86.875,ENSP00000223029
1,ENSMUSP00000031613,86.875,ENSP00000378658
1,ENSMUSP00000157197,84.9617,ENSP00000306410
1,ENSMUSP00000157197,84.9617,ENSP00000500120
1,ENSMUSP00000157197,84.9617,ENSP00000500782
1,ENSMUSP00000033313,94,ENSP00000490083
1,ENSMUSP00000033313,94,ENSP00000489819
1,ENSMUSP00000061012,79,ENSP00000370125
1,ENSMUSP00000064893,81.2016,ENSP00000263245
1,ENSMUSP00000064893,81.2016,ENSP00000388791
1,ENSMUSP00000056655,69.0446,ENSP00000374225
1,ENSMUSP00000056655,69.0446,ENSP00000384015
1,ENSMUSP00000056655,69.0446,ENSP00000383947
1,ENSMUSP00000056655,69.0446,ENSP00000395952
1,ENSMUSP00000056655,69.0446,ENSP00000413439
1,ENSMUSP00000056655,69.0446,ENSP00000392309
1,ENSMUSP00000040917,65.0735,ENSP00000255476
0,ENSMUSP00000020577,55.8824,ENSP00000215530
1,ENSMUSP00000058355,90.2256,ENSP00000302478
1,ENSMUSP00000058355,90.2256,ENSP00000382604
0,ENSMUSP00000028106,88.9934,ENSP00000367316
1,ENSMUSP00000020580,65.2033,ENSP00000465759
1,ENSMUSP00000029311,96.9294,ENSP00000369027
1,ENSMUSP00000029311,96.9294,ENSP00000486109
1,ENSMUSP00000029311,96.9294,ENSP00000369001
1,ENSMUSP00000029311,96.9294,ENSP00000435969
1,ENSMUSP00000029311,96.9294,ENSP00000348025
1,ENSMUSP00000029311,96.9294,ENSP00000351264
1,ENSMUSP00000029311,96.9294,ENSP00000368995
1,ENSMUSP00000029311,96.9294,ENSP00000342580
1,ENSMUSP00000105522,60.6368,ENSP00000278886
1,ENSMUSP00000105522,60.6368,ENSP00000410431
0,ENSMUSP00000136869,69,ENSP00000421076
0,ENSMUSP00000047960,74,ENSP00000421076
1,ENSMUSP00000000500,89.6266,ENSP00000330382
1,ENSMUSP00000000500,89.6266,ENSP00000370963
0,ENSMUSP00000147843,80.6685,ENSP00000364549
0,ENSMUSP00000147843,80.6685,ENSP00000348128
0,ENSMUSP00000147843,80.6685,ENSP00000364547
1,ENSMUSP00000047358,88.8545,ENSP00000243911
1,ENSMUSP00000096701,75.9289,ENSP00000255136
1,ENSMUSP00000096701,75.9289,ENSP00000445661
1,ENSMUSP00000105096,98.1595,ENSP00000388137
1,ENSMUSP00000105096,98.1595,ENSP00000400686
1,ENSMUSP00000020575,80.2281,ENSP00000166139
0,ENSMUSP00000020776,77.7778,ENSP00000249064
0,ENSMUSP00000020776,77.7778,ENSP00000389478
0,ENSMUSP00000020776,77.7778,ENSP00000387827
1,ENSMUSP00000069670,84.7222,ENSP00000329697
1,ENSMUSP00000069670,84.7222,ENSP00000388565
1,ENSMUSP00000069670,84.7222,ENSP00000269812
1,ENSMUSP00000131443,79.4562,ENSP00000391583
1,ENSMUSP00000131443,79.4562,ENSP00000349378
1,ENSMUSP00000131443,79.4562,ENSP00000391453
1,ENSMUSP00000131443,79.4562,ENSP00000416761
1,ENSMUSP00000067837,53.6232,ENSP00000262865
0,ENSMUSP00000151814,79.1411,ENSP00000467301
0,ENSMUSP00000153499,79.7546,ENSP00000467301
0,ENSMUSP00000146801,79.7546,ENSP00000467301
0,ENSMUSP00000151814,79.1411,ENSP00000315047
0,ENSMUSP00000153499,79.7546,ENSP00000315047
0,ENSMUSP00000146801,79.7546,ENSP00000315047
1,ENSMUSP00000056836,64.8221,ENSP00000332139
1,ENSMUSP00000151529,61.8557,ENSP00000215582
1,ENSMUSP00000154210,96.0688,ENSP00000355210
1,ENSMUSP00000154210,96.0688,ENSP00000354441
0,ENSMUSP00000127198,96.9907,ENSP00000217426
1,ENSMUSP00000061851,96.9907,ENSP00000217426
0,ENSMUSP00000127198,96.9907,ENSP00000442820
1,ENSMUSP00000061851,96.9907,ENSP00000442820
0,ENSMUSP00000037629,94.0631,ENSP00000465734
1,ENSMUSP00000033820,70.2703,ENSP00000329546
1,ENSMUSP00000033820,70.2703,ENSP00000364731
1,ENSMUSP00000056040,98.4592,ENSP00000383303
1,ENSMUSP00000028982,71.2401,ENSP00000348496
1,ENSMUSP00000033692,59.6386,ENSP00000345633
1,ENSMUSP00000026296,94.7971,ENSP00000364277
0,ENSMUSP00000155083,36.875,ENSP00000216115
1,ENSMUSP00000031655,74.8373,ENSP00000266943
1,ENSMUSP00000031655,74.8373,ENSP00000370192
1,ENSMUSP00000127385,88.7179,ENSP00000366032
1,ENSMUSP00000082928,88.0705,ENSP00000385899
1,ENSMUSP00000031646,89.2562,ENSP00000241463
1,ENSMUSP00000130739,80.109,ENSP00000384944
1,ENSMUSP00000130739,80.109,ENSP00000407855
1,ENSMUSP00000130739,80.109,ENSP00000391670
1,ENSMUSP00000130739,80.109,ENSP00000262829
1,ENSMUSP00000130739,80.109,ENSP00000405651
1,ENSMUSP00000130739,80.109,ENSP00000413035
1,ENSMUSP00000039486,93.8907,ENSP00000292363
1,ENSMUSP00000133816,94.5607,ENSP00000348538
1,ENSMUSP00000133816,94.5607,ENSP00000407848
1,ENSMUSP00000026302,87.1287,ENSP00000364209
1,ENSMUSP00000026302,87.1287,ENSP00000364198
1,ENSMUSP00000026302,87.1287,ENSP00000364193
1,ENSMUSP00000026302,87.1287,ENSP00000379526
1,ENSMUSP00000026302,87.1287,ENSP00000218439
1,ENSMUSP00000022576,83.2151,ENSP00000181383
1,ENSMUSP00000029017,90.836,ENSP00000319814
0,ENSMUSP00000043918,88.61,ENSP00000333854
0,ENSMUSP00000043918,88.61,ENSP00000327528
0,ENSMUSP00000043918,88.61,ENSP00000332979
1,ENSMUSP00000001950,92.3358,ENSP00000314733
