,PXD,RAW,Useable,cell_line,disease,tissue_type,treatment,sub_cell,pool_id,file_path
466,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_18,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_18.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_18.mgf.gzip.ionbot.csv
467,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_19,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_19.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_19.mgf.gzip.ionbot.csv
468,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_2,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_2.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_2.mgf.gzip.ionbot.csv
469,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_20,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_20.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_20.mgf.gzip.ionbot.csv
470,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_21,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_21.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_21.mgf.gzip.ionbot.csv
471,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_22,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_22.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_22.mgf.gzip.ionbot.csv
472,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_23,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_23.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_23.mgf.gzip.ionbot.csv
473,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_24,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_24.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_24.mgf.gzip.ionbot.csv
474,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_25,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_25.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_25.mgf.gzip.ionbot.csv
475,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_26,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_26.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_26.mgf.gzip.ionbot.csv
476,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_27,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_27.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_27.mgf.gzip.ionbot.csv
477,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_28,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_28.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_28.mgf.gzip.ionbot.csv
478,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_29,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_29.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_29.mgf.gzip.ionbot.csv
479,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_3,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_3.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_3.mgf.gzip.ionbot.csv
480,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_30,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_30.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_30.mgf.gzip.ionbot.csv
481,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_31,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_31.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_31.mgf.gzip.ionbot.csv
482,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_32,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_32.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_32.mgf.gzip.ionbot.csv
483,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_33,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_33.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_33.mgf.gzip.ionbot.csv
484,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_34,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_34.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_34.mgf.gzip.ionbot.csv
485,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_35,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_35.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_35.mgf.gzip.ionbot.csv
486,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_36,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_36.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_36.mgf.gzip.ionbot.csv
487,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_37,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_37.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_37.mgf.gzip.ionbot.csv
488,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_38,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_38.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_38.mgf.gzip.ionbot.csv
489,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_39,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_39.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_39.mgf.gzip.ionbot.csv
490,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_4,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_4.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_4.mgf.gzip.ionbot.csv
491,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_5,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_5.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_5.mgf.gzip.ionbot.csv
492,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_6,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_6.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_6.mgf.gzip.ionbot.csv
493,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_7,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_7.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_7.mgf.gzip.ionbot.csv
494,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_8,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_8.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_8.mgf.gzip.ionbot.csv
495,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_9,yes,HeLa,adenocarcinoma,cervix,/,/,4,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_9.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_9.mgf.gzip.ionbot.csv
496,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_1,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_1.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_1.mgf.gzip.ionbot.csv
497,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_10,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_10.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_10.mgf.gzip.ionbot.csv
498,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_11,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_11.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_11.mgf.gzip.ionbot.csv
499,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_12,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_12.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_12.mgf.gzip.ionbot.csv
500,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_13,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_13.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_13.mgf.gzip.ionbot.csv
501,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_14,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_14.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_14.mgf.gzip.ionbot.csv
502,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_15,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_15.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_15.mgf.gzip.ionbot.csv
503,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_16,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_16.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_16.mgf.gzip.ionbot.csv
504,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_17,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_17.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_17.mgf.gzip.ionbot.csv
505,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_18,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_18.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_18.mgf.gzip.ionbot.csv
506,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_19,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_19.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_19.mgf.gzip.ionbot.csv
507,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_2,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_2.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_2.mgf.gzip.ionbot.csv
508,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_20,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_20.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_20.mgf.gzip.ionbot.csv
509,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_21,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_21.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_21.mgf.gzip.ionbot.csv
510,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_22,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_22.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_22.mgf.gzip.ionbot.csv
511,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_23,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_23.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_23.mgf.gzip.ionbot.csv
512,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_24,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_24.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_24.mgf.gzip.ionbot.csv
513,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_25,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_25.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_25.mgf.gzip.ionbot.csv
514,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_26,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_26.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_26.mgf.gzip.ionbot.csv
515,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_27,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_27.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_27.mgf.gzip.ionbot.csv
516,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_28,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_28.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_28.mgf.gzip.ionbot.csv
517,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_29,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_29.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_29.mgf.gzip.ionbot.csv
518,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_3,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_3.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_3.mgf.gzip.ionbot.csv
519,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_30,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_30.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_30.mgf.gzip.ionbot.csv
520,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_31,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_31.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_31.mgf.gzip.ionbot.csv
521,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_32,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_32.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_32.mgf.gzip.ionbot.csv
522,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_33,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_33.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_33.mgf.gzip.ionbot.csv
523,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_34,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_34.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_34.mgf.gzip.ionbot.csv
524,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_35,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_35.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_35.mgf.gzip.ionbot.csv
525,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_36,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_36.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_36.mgf.gzip.ionbot.csv
526,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_37,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_37.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_37.mgf.gzip.ionbot.csv
527,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_38,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_38.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_38.mgf.gzip.ionbot.csv
528,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_39,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_39.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_39.mgf.gzip.ionbot.csv
529,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_4,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_4.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_4.mgf.gzip.ionbot.csv
530,PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_5,yes,HeLa,adenocarcinoma,cervix,/,/,5,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_5.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_LysC_5.mgf.gzip.ionbot.csv
