PXD,RAW,Useable,cell_line,disease,file_path,pool_id,sub_cell,tissue_type,treatment,all_PSM,sign_PSM,peptides,proteins
PXD003668,20150305_QEp7_FaCo_SA_CL_OVCAR5_A,yes,OVCAR5,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20150305_QEp7_FaCo_SA_CL_OVCAR5_A.mgf.gzip/20150305_QEp7_FaCo_SA_CL_OVCAR5_A.mgf.gzip.ionbot.csv,/,/,ovary,/,580693,106017,33289,3772
PXD003668,20150305_QEp7_FaCo_SA_CL_OVCAR5_B,yes,OVCAR5,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20150305_QEp7_FaCo_SA_CL_OVCAR5_B.mgf.gzip/20150305_QEp7_FaCo_SA_CL_OVCAR5_B.mgf.gzip.ionbot.csv,/,/,ovary,/,554497,101879,32189,3670
PXD003668,20150305_QEp7_FaCo_SA_CL_OVCAR5_C,yes,OVCAR5,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20150305_QEp7_FaCo_SA_CL_OVCAR5_C.mgf.gzip/20150305_QEp7_FaCo_SA_CL_OVCAR5_C.mgf.gzip.ionbot.csv,/,/,ovary,/,553787,98973,30977,3569
PXD003668,20150305_QEp7_FaCo_SA_CL_OVKATE_A,yes,OVKATE,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20150305_QEp7_FaCo_SA_CL_OVKATE_A.mgf.gzip/20150305_QEp7_FaCo_SA_CL_OVKATE_A.mgf.gzip.ionbot.csv,/,/,ovary,/,556256,95260,30249,3552
PXD003668,20150305_QEp7_FaCo_SA_CL_OVKATE_B,yes,OVKATE,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20150305_QEp7_FaCo_SA_CL_OVKATE_B.mgf.gzip/20150305_QEp7_FaCo_SA_CL_OVKATE_B.mgf.gzip.ionbot.csv,/,/,ovary,/,557566,95820,30116,3488
PXD003668,20150305_QEp7_FaCo_SA_CL_OVKATE_C,yes,OVKATE,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20150305_QEp7_FaCo_SA_CL_OVKATE_C.mgf.gzip/20150305_QEp7_FaCo_SA_CL_OVKATE_C.mgf.gzip.ionbot.csv,/,/,ovary,/,543918,93313,29053,3425
PXD003668,20150305_QEp7_FaCo_SA_CL_OVSAHO_A,yes,OVSAHO,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20150305_QEp7_FaCo_SA_CL_OVSAHO_A.mgf.gzip/20150305_QEp7_FaCo_SA_CL_OVSAHO_A.mgf.gzip.ionbot.csv,/,/,ovary,/,541650,93280,29459,3330
PXD003668,20150305_QEp7_FaCo_SA_CL_OVSAHO_B,yes,OVSAHO,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20150305_QEp7_FaCo_SA_CL_OVSAHO_B.mgf.gzip/20150305_QEp7_FaCo_SA_CL_OVSAHO_B.mgf.gzip.ionbot.csv,/,/,ovary,/,530434,90390,28483,3228
PXD003668,20150305_QEp7_FaCo_SA_CL_OVSAHO_C,yes,OVSAHO,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20150305_QEp7_FaCo_SA_CL_OVSAHO_C.mgf.gzip/20150305_QEp7_FaCo_SA_CL_OVSAHO_C.mgf.gzip.ionbot.csv,/,/,ovary,/,529432,89725,28447,3270
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_20,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_20.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_20.mgf.gzip.ionbot.csv,3,/,cervix,/,304,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_21_2,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_21_2.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_21_2.mgf.gzip.ionbot.csv,3,/,cervix,/,322,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_22_2,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_22_2.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_22_2.mgf.gzip.ionbot.csv,3,/,cervix,/,225,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_23_2,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_23_2.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_23_2.mgf.gzip.ionbot.csv,3,/,cervix,/,532,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_24,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_24.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_24.mgf.gzip.ionbot.csv,3,/,cervix,/,1484,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_25,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_25.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_25.mgf.gzip.ionbot.csv,3,/,cervix,/,1470,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_26,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_26.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_26.mgf.gzip.ionbot.csv,3,/,cervix,/,797,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_27,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_27.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_27.mgf.gzip.ionbot.csv,3,/,cervix,/,671,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_28,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_28.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_28.mgf.gzip.ionbot.csv,3,/,cervix,/,325,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_29,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_29.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_29.mgf.gzip.ionbot.csv,3,/,cervix,/,2264,350,115,63
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_3,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_3.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_3.mgf.gzip.ionbot.csv,3,/,cervix,/,0,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_30,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_30.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_30.mgf.gzip.ionbot.csv,3,/,cervix,/,947,470,142,80
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_31,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_31.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_31.mgf.gzip.ionbot.csv,3,/,cervix,/,3828,479,157,99
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_32,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_32.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_32.mgf.gzip.ionbot.csv,3,/,cervix,/,4260,570,183,99
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_33,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_33.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_33.mgf.gzip.ionbot.csv,3,/,cervix,/,4437,667,200,114
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_34,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_34.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_34.mgf.gzip.ionbot.csv,3,/,cervix,/,4919,668,212,115
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_35,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_35.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_35.mgf.gzip.ionbot.csv,3,/,cervix,/,5251,778,227,120
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_36,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_36.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_36.mgf.gzip.ionbot.csv,3,/,cervix,/,5967,917,288,148
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_37,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_37.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_37.mgf.gzip.ionbot.csv,3,/,cervix,/,5713,856,268,138
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_38,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_38.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_38.mgf.gzip.ionbot.csv,3,/,cervix,/,14909,2142,684,305
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_39,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_39.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_39.mgf.gzip.ionbot.csv,3,/,cervix,/,52828,7384,2443,819
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_4,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_4.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_4.mgf.gzip.ionbot.csv,3,/,cervix,/,0,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_5,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_5.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_5.mgf.gzip.ionbot.csv,3,/,cervix,/,217,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_6,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_6.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_6.mgf.gzip.ionbot.csv,3,/,cervix,/,195,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_7,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_7.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_7.mgf.gzip.ionbot.csv,3,/,cervix,/,282,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_8,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_8.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_8.mgf.gzip.ionbot.csv,3,/,cervix,/,168,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_9,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_9.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_9.mgf.gzip.ionbot.csv,3,/,cervix,/,286,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_1,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_1.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_1.mgf.gzip.ionbot.csv,4,/,cervix,/,638,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_10,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_10.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_10.mgf.gzip.ionbot.csv,4,/,cervix,/,236,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_11,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_11.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_11.mgf.gzip.ionbot.csv,4,/,cervix,/,103,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_12,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_12.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_12.mgf.gzip.ionbot.csv,4,/,cervix,/,146,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_13,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_13.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_13.mgf.gzip.ionbot.csv,4,/,cervix,/,398,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_14,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_14.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_14.mgf.gzip.ionbot.csv,4,/,cervix,/,212,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_15,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_15.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_15.mgf.gzip.ionbot.csv,4,/,cervix,/,185,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_16,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_16.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_16.mgf.gzip.ionbot.csv,4,/,cervix,/,90,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_17,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_17.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_17.mgf.gzip.ionbot.csv,4,/,cervix,/,130,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_18,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_18.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_18.mgf.gzip.ionbot.csv,4,/,cervix,/,156,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_19,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_19.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_19.mgf.gzip.ionbot.csv,4,/,cervix,/,758,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_2,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_2.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_2.mgf.gzip.ionbot.csv,4,/,cervix,/,0,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_20,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_20.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_20.mgf.gzip.ionbot.csv,4,/,cervix,/,241,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_21,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_21.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_21.mgf.gzip.ionbot.csv,4,/,cervix,/,453,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_22,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_22.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_22.mgf.gzip.ionbot.csv,4,/,cervix,/,228,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_23,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_23.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_23.mgf.gzip.ionbot.csv,4,/,cervix,/,271,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_24,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_24.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_24.mgf.gzip.ionbot.csv,4,/,cervix,/,251,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_25,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_25.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_25.mgf.gzip.ionbot.csv,4,/,cervix,/,440,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_26,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_26.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_26.mgf.gzip.ionbot.csv,4,/,cervix,/,212,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_27,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_27.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_27.mgf.gzip.ionbot.csv,4,/,cervix,/,884,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_28,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_28.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_28.mgf.gzip.ionbot.csv,4,/,cervix,/,779,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_29,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_29.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_29.mgf.gzip.ionbot.csv,4,/,cervix,/,324,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_3,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_3.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_3.mgf.gzip.ionbot.csv,4,/,cervix,/,0,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_30,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_30.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_30.mgf.gzip.ionbot.csv,4,/,cervix,/,3080,489,168,114
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_31,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_31.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_31.mgf.gzip.ionbot.csv,4,/,cervix,/,2761,0,0,0
PXD004452,20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_32,yes,HeLa,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_32.mgf.gzip/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_GluC_32.mgf.gzip.ionbot.csv,4,/,cervix,/,4444,670,242,154
