PXD,RAW,Useable,cell_line,disease,tissue_type,treatment,sub_cell,pool_id,file_path
PXD004452,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_34,yes,HCT116,carcinoma,colon,/,/,10,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_35,yes,HCT116,carcinoma,colon,/,/,10,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_36,yes,HCT116,carcinoma,colon,/,/,10,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_37,yes,HCT116,carcinoma,colon,/,/,10,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_38,yes,HCT116,carcinoma,colon,/,/,10,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_39,yes,HCT116,carcinoma,colon,/,/,10,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_4,yes,HCT116,carcinoma,colon,/,/,10,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_40,yes,HCT116,carcinoma,colon,/,/,10,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_41,yes,HCT116,carcinoma,colon,/,/,10,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_42,yes,HCT116,carcinoma,colon,/,/,10,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_43,yes,HCT116,carcinoma,colon,/,/,10,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_44,yes,HCT116,carcinoma,colon,/,/,10,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_45_2,yes,HCT116,carcinoma,colon,/,/,10,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_46,yes,HCT116,carcinoma,colon,/,/,10,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_5,yes,HCT116,carcinoma,colon,/,/,10,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_6,yes,HCT116,carcinoma,colon,/,/,10,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_7,yes,HCT116,carcinoma,colon,/,/,10,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_8,yes,HCT116,carcinoma,colon,/,/,10,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_9,yes,HCT116,carcinoma,colon,/,/,10,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_1,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_10,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_11,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_12,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_13,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_14,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_15,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_16,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_17,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_18,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_19,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_2,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_20,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_21,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_22,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_23,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_24,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_25,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_26,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_27,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_28,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_29,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_3,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_30,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_31,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_32,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_33,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_34,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_35,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_36,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_37,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_38,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_39,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_4,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_40,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_41,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_42,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_43,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_44,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_45,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_46,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_5,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_6,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_7,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_8,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_9,yes,SHSY5Y,neuroblastoma,brain,/,/,11,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_1,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_10,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_11,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_12,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_13,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_14,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_15,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_16,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_17,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_18,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_19,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_2,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_20,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_21,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_22,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_23,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_24,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_25,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_26,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_27,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_28,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_29,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_3,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_30,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_31,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_32,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_33,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_34,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_35,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_36,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_37,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_38,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_39,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_4,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_40,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_41,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_42,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_43,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_44,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_45,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_46,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_5_2,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_6_2,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_7_2,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_8_2,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_293_Rep1_46frac_9_2,yes,HEK293,healthy,kidney,/,/,12,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_1,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_10,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_11,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_12,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_13,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_14,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_15,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_16,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_17,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_18,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_19,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_2,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_20,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_21,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_22,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_23,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_24,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_25,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_26,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_27,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_28,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_29,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_3,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_30,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_31,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_32,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_33,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_34,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_35,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_36,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_37,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_38,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_39,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_4,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_40,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_41,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_42,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_43,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_44,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_45,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_46,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_5,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_6,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_7,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_8,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE3_UPLC8_DBJ_SA_SH-SY5Y_Rep1_46frac_9,yes,SHSY5Y,neuroblastoma,brain,/,/,13,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_1,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_10,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_11,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_12,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_13,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_14,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_15,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_16,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_17,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_18,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_19,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_2,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_20,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_21,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_22,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_23,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_24,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_25,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_26,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_27,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_28,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_29,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_3,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_30,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_31,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_32,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_33,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_35,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_36,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_37,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_38,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_39,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_4,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_40,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_41,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_42,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_43,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_44,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_45,yes,A549,adenocarcinoma,lung,/,/,14,
PXD004452,20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_46,yes,A549,adenocarcinoma,lung,/,/,14,
