,PXD,RAW,Useable,cell_line,disease,file_path,pool_id,sub_cell,tissue_type,treatment,parser_fails
802,PXD004452,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_46,yes,A549,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_46.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_46.mgf.gzip.ionbot.csv,7,/,lung,/,no
803,PXD004452,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_5,yes,A549,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_5.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_5.mgf.gzip.ionbot.csv,7,/,lung,/,no
804,PXD004452,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_6,yes,A549,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_6.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_6.mgf.gzip.ionbot.csv,7,/,lung,/,no
805,PXD004452,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_7,yes,A549,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_7.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_7.mgf.gzip.ionbot.csv,7,/,lung,/,no
806,PXD004452,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_8,yes,A549,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_8.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_8.mgf.gzip.ionbot.csv,7,/,lung,/,no
807,PXD004452,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_9,yes,A549,adenocarcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_9.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_9.mgf.gzip.ionbot.csv,7,/,lung,/,no
808,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_1,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_1.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_1.mgf.gzip.ionbot.csv,8,/,colon,/,no
809,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_10,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_10.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_10.mgf.gzip.ionbot.csv,8,/,colon,/,no
810,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_11,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_11.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_11.mgf.gzip.ionbot.csv,8,/,colon,/,no
811,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_12,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_12.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_12.mgf.gzip.ionbot.csv,8,/,colon,/,no
812,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_13,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_13.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_13.mgf.gzip.ionbot.csv,8,/,colon,/,no
813,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_14,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_14.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_14.mgf.gzip.ionbot.csv,8,/,colon,/,no
814,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_15,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_15.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_15.mgf.gzip.ionbot.csv,8,/,colon,/,no
815,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_16,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_16.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_16.mgf.gzip.ionbot.csv,8,/,colon,/,no
816,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_17,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_17.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_17.mgf.gzip.ionbot.csv,8,/,colon,/,no
817,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_18,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_18.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_18.mgf.gzip.ionbot.csv,8,/,colon,/,no
818,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_19,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_19.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_19.mgf.gzip.ionbot.csv,8,/,colon,/,no
819,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_2,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_2.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_2.mgf.gzip.ionbot.csv,8,/,colon,/,no
820,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_20,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_20.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_20.mgf.gzip.ionbot.csv,8,/,colon,/,no
821,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_21,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_21.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_21.mgf.gzip.ionbot.csv,8,/,colon,/,no
822,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_22,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_22.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_22.mgf.gzip.ionbot.csv,8,/,colon,/,no
823,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_23,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_23.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_23.mgf.gzip.ionbot.csv,8,/,colon,/,no
824,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_24,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_24.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_24.mgf.gzip.ionbot.csv,8,/,colon,/,no
825,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_25,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_25.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_25.mgf.gzip.ionbot.csv,8,/,colon,/,no
826,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_26,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_26.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_26.mgf.gzip.ionbot.csv,8,/,colon,/,no
827,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_27,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_27.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_27.mgf.gzip.ionbot.csv,8,/,colon,/,no
828,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_28,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_28.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_28.mgf.gzip.ionbot.csv,8,/,colon,/,no
829,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_29,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_29.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_29.mgf.gzip.ionbot.csv,8,/,colon,/,no
830,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_3,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_3.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_3.mgf.gzip.ionbot.csv,8,/,colon,/,no
831,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_30,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_30.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_30.mgf.gzip.ionbot.csv,8,/,colon,/,no
832,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_31,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_31.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_31.mgf.gzip.ionbot.csv,8,/,colon,/,no
833,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_32,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_32.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_32.mgf.gzip.ionbot.csv,8,/,colon,/,no
834,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_33,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_33.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_33.mgf.gzip.ionbot.csv,8,/,colon,/,no
835,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_34,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_34.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_34.mgf.gzip.ionbot.csv,8,/,colon,/,no
836,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_35,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_35.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_35.mgf.gzip.ionbot.csv,8,/,colon,/,no
837,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_36,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_36.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_36.mgf.gzip.ionbot.csv,8,/,colon,/,no
838,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_37,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_37.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_37.mgf.gzip.ionbot.csv,8,/,colon,/,no
839,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_38,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_38.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_38.mgf.gzip.ionbot.csv,8,/,colon,/,no
840,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_39,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_39.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_39.mgf.gzip.ionbot.csv,8,/,colon,/,no
841,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_4,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_4.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_4.mgf.gzip.ionbot.csv,8,/,colon,/,no
842,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_40,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_40.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_40.mgf.gzip.ionbot.csv,8,/,colon,/,no
843,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_41,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_41.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_41.mgf.gzip.ionbot.csv,8,/,colon,/,no
844,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_42,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_42.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_42.mgf.gzip.ionbot.csv,8,/,colon,/,no
845,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_43,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_43.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_43.mgf.gzip.ionbot.csv,8,/,colon,/,no
846,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_44,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_44.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_44.mgf.gzip.ionbot.csv,8,/,colon,/,no
847,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_45,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_45.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_45.mgf.gzip.ionbot.csv,8,/,colon,/,no
848,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_46,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_46.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_46.mgf.gzip.ionbot.csv,8,/,colon,/,no
849,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_5,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_5.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_5.mgf.gzip.ionbot.csv,8,/,colon,/,no
850,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_6,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_6.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_6.mgf.gzip.ionbot.csv,8,/,colon,/,no
851,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_7,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_7.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_7.mgf.gzip.ionbot.csv,8,/,colon,/,no
852,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_8,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_8.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_8.mgf.gzip.ionbot.csv,8,/,colon,/,no
853,PXD004452,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_9,yes,HCT116,carcinoma,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_9.mgf.gzip/20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_9.mgf.gzip.ionbot.csv,8,/,colon,/,no
854,PXD004452,20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_1,yes,HEK293,healthy,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_1.mgf.gzip/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_1.mgf.gzip.ionbot.csv,9,/,kidney,/,no
855,PXD004452,20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_10,yes,HEK293,healthy,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_10.mgf.gzip/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_10.mgf.gzip.ionbot.csv,9,/,kidney,/,no
856,PXD004452,20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_11,yes,HEK293,healthy,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_11.mgf.gzip/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_11.mgf.gzip.ionbot.csv,9,/,kidney,/,no
857,PXD004452,20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_12,yes,HEK293,healthy,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_12.mgf.gzip/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_12.mgf.gzip.ionbot.csv,9,/,kidney,/,no
858,PXD004452,20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_13,yes,HEK293,healthy,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_13.mgf.gzip/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_13.mgf.gzip.ionbot.csv,9,/,kidney,/,no
859,PXD004452,20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_14,yes,HEK293,healthy,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_14.mgf.gzip/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_14.mgf.gzip.ionbot.csv,9,/,kidney,/,no
860,PXD004452,20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_15,yes,HEK293,healthy,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_15.mgf.gzip/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_15.mgf.gzip.ionbot.csv,9,/,kidney,/,no
861,PXD004452,20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_16,yes,HEK293,healthy,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_16.mgf.gzip/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_16.mgf.gzip.ionbot.csv,9,/,kidney,/,no
862,PXD004452,20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_17,yes,HEK293,healthy,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_17.mgf.gzip/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_17.mgf.gzip.ionbot.csv,9,/,kidney,/,no
863,PXD004452,20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_18,yes,HEK293,healthy,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_18.mgf.gzip/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_18.mgf.gzip.ionbot.csv,9,/,kidney,/,no
864,PXD004452,20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_19,yes,HEK293,healthy,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_19.mgf.gzip/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_19.mgf.gzip.ionbot.csv,9,/,kidney,/,no
865,PXD004452,20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_2,yes,HEK293,healthy,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_2.mgf.gzip/20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_2.mgf.gzip.ionbot.csv,9,/,kidney,/,no
