,PXD,RAW,Useable,cell_line,disease,tissue_type,treatment,sub_cell,pool_id,file_path,ionbot_version
830,PXD000426,V14713_PolyASN_test_361_Jurkat_2ul_31-05-2013_LMA0_fr7,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14713_PolyASN_test_361_Jurkat_2ul_31-05-2013_LMA0_fr7.mgf.gzip/V14713_PolyASN_test_361_Jurkat_2ul_31-05-2013_LMA0_fr7.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
831,PXD000426,V14714_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr8,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14714_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr8.mgf.gzip/V14714_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr8.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
832,PXD000426,V14715_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr9,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14715_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr9.mgf.gzip/V14715_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr9.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
833,PXD000426,V14716_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr10,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14716_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr10.mgf.gzip/V14716_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr10.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
834,PXD000426,V14717_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr9,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14717_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr9.mgf.gzip/V14717_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr9.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
835,PXD000426,V14718_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr10,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14718_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr10.mgf.gzip/V14718_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr10.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
836,PXD000426,V14719_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr11,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14719_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr11.mgf.gzip/V14719_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr11.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
837,PXD000426,V14720_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr12_130610153425,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14720_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr12_130610153425.mgf.gzip/V14720_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr12_130610153425.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
838,PXD000426,V14721_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr11_130610162550,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14721_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr11_130610162550.mgf.gzip/V14721_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr11_130610162550.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
839,PXD000426,V14722_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr12,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14722_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr12.mgf.gzip/V14722_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr12.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
840,PXD000426,V14723_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr13,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14723_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr13.mgf.gzip/V14723_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr13.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
841,PXD000426,V14724_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr14,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14724_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr14.mgf.gzip/V14724_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr14.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
842,PXD000426,V14725_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr13,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14725_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr13.mgf.gzip/V14725_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr13.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
843,PXD000426,V14726_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr14,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14726_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr14.mgf.gzip/V14726_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr14.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
844,PXD000426,V14727_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr15,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14727_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr15.mgf.gzip/V14727_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr15.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
845,PXD000426,V14728_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr16,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14728_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr16.mgf.gzip/V14728_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr16.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
846,PXD000426,V14729_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr15,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14729_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr15.mgf.gzip/V14729_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr15.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
847,PXD000426,V14730_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr16,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14730_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr16.mgf.gzip/V14730_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr16.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
848,PXD000426,V14731_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr17,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14731_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr17.mgf.gzip/V14731_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr17.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
849,PXD000426,V14732_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr18,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14732_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr18.mgf.gzip/V14732_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr18.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
850,PXD000426,V14733_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr17,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14733_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr17.mgf.gzip/V14733_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr17.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
851,PXD000426,V14734_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr18,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14734_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr18.mgf.gzip/V14734_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr18.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
852,PXD000426,V14735_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr19,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14735_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr19.mgf.gzip/V14735_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr19.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
853,PXD000426,V14736_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr20,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14736_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr20.mgf.gzip/V14736_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr20.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
854,PXD000426,V14737_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr19,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14737_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr19.mgf.gzip/V14737_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr19.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
855,PXD000426,V14738_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr20,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14738_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr20.mgf.gzip/V14738_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr20.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
856,PXD000426,V14783_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr2,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14783_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr2.mgf.gzip/V14783_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr2.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
857,PXD000426,V14785_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr2,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14785_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr2.mgf.gzip/V14785_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr2.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
858,PXD000426,V14786_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr3,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14786_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr3.mgf.gzip/V14786_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr3.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
859,PXD000426,V14787_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr4,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14787_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr4.mgf.gzip/V14787_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr4.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
860,PXD000426,V14788_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr3,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14788_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr3.mgf.gzip/V14788_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr3.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
861,PXD000426,V14789_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr4,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14789_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr4.mgf.gzip/V14789_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr4.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
862,PXD000426,V14790_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr1_130617185057,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14790_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr1_130617185057.mgf.gzip/V14790_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr1_130617185057.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
863,PXD000426,V14791_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr1_130617170822,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14791_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr1_130617170822.mgf.gzip/V14791_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr1_130617170822.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
864,PXD000426,V14982_PolyASN_test_445_Jurkat__16-06-2013_LMA2_fr1,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14982_PolyASN_test_445_Jurkat__16-06-2013_LMA2_fr1.mgf.gzip/V14982_PolyASN_test_445_Jurkat__16-06-2013_LMA2_fr1.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
865,PXD000426,V14983_PolyASN_test_445_Jurkat__16-06-2013_LMA2_fr2,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14983_PolyASN_test_445_Jurkat__16-06-2013_LMA2_fr2.mgf.gzip/V14983_PolyASN_test_445_Jurkat__16-06-2013_LMA2_fr2.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
866,PXD000426,V14984_PolyASN_test_361_Jurkat__16-06-2013_LMA2_fr1,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14984_PolyASN_test_361_Jurkat__16-06-2013_LMA2_fr1.mgf.gzip/V14984_PolyASN_test_361_Jurkat__16-06-2013_LMA2_fr1.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
867,PXD000426,V14985_PolyASN_test_361_Jurkat__16-06-2013_LMA2_fr2,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14985_PolyASN_test_361_Jurkat__16-06-2013_LMA2_fr2.mgf.gzip/V14985_PolyASN_test_361_Jurkat__16-06-2013_LMA2_fr2.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
868,PXD000426,V14986_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr3,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14986_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr3.mgf.gzip/V14986_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr3.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
869,PXD000426,V14987_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr4,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14987_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr4.mgf.gzip/V14987_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr4.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
870,PXD000426,V14988_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr3,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14988_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr3.mgf.gzip/V14988_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr3.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
871,PXD000426,V14989_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr4,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14989_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr4.mgf.gzip/V14989_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr4.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
872,PXD000426,V14990_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr5,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14990_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr5.mgf.gzip/V14990_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr5.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
873,PXD000426,V14991_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr6,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14991_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr6.mgf.gzip/V14991_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr6.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
874,PXD000426,V14992_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr5,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14992_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr5.mgf.gzip/V14992_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr5.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
875,PXD000426,V14993_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr6,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14993_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr6.mgf.gzip/V14993_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr6.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
876,PXD000426,V14994_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr7,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14994_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr7.mgf.gzip/V14994_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr7.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
877,PXD000426,V14995_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr8,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14995_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr8.mgf.gzip/V14995_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr8.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
878,PXD000426,V14996_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr7,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14996_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr7.mgf.gzip/V14996_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr7.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
879,PXD000426,V14997_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr8,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14997_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr8.mgf.gzip/V14997_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr8.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
880,PXD000426,V14998_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr9,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14998_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr9.mgf.gzip/V14998_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr9.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
881,PXD000426,V14999_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr10,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V14999_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr10.mgf.gzip/V14999_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr10.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
882,PXD000426,V15000_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr9,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V15000_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr9.mgf.gzip/V15000_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr9.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
883,PXD000426,V15001_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr10,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V15001_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr10.mgf.gzip/V15001_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr10.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
884,PXD000426,V15002_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr11,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V15002_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr11.mgf.gzip/V15002_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr11.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
885,PXD000426,V15003_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr12,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V15003_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr12.mgf.gzip/V15003_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr12.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
886,PXD000426,V15004_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr11,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V15004_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr11.mgf.gzip/V15004_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr11.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
887,PXD000426,V15005_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr12,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V15005_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr12.mgf.gzip/V15005_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr12.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
888,PXD000426,V15006_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr13,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V15006_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr13.mgf.gzip/V15006_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr13.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
889,PXD000426,V15007_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr14,yes,Jurkat,T-cell leukemia,blood,/,/,unk,/home/compomics/mounts/conode54/pride/PRIDE_DATA/PXD000426/IONBOT_v0.8.0/V15007_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr14.mgf.gzip/V15007_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr14.mgf.gzip.ionbot.csv,IONBOT_v0.8.0
